,game,player,offball_zone_one,offball_zone_two,offball_zone_three,offball_zone_four,offball_zone_five,ball_one,ball_two,ball_three,ball_four,ball_five
213,20150320,625364,0,0,"(0.3685635416495647, 1)",0,"(0.3685635416495647, 1)",0,0,0,0,0
214,20150320,786843,0,"(0.397920993899458, 1)","(0.9155480789858347, 6)","(0.965659533389816, 10)","(0.8817723236159165, 30)",0,0,0,0,0
215,20150320,842313,0,0,0,0,"(0.939962971200459, 17)",0,0,0,0,0
216,20150322,601140,"(1.0, 2)","(0.733789992895116, 4)","(0.8939260428047623, 40)","(0.9572032972004516, 51)","(0.9280315333257877, 414)",0,"(0.5425948844123627, 3)","(0.8782531578966122, 9)","(0.867472924409088, 14)","(1.011293081895837, 151)"
217,20150322,756883,"(0.9402496315093897, 9)","(1.1646866574186507, 3)","(0.9142631026406711, 72)","(0.9901258821148637, 83)","(0.9475856314135779, 396)",0,"(0.8578483006527508, 1)","(0.9658625959070563, 3)","(0.9004456864361987, 4)","(1.0691620656608687, 46)"
218,20150322,842298,"(0.7783998282120975, 4)","(0.5945724565778374, 10)","(0.8430019688036706, 77)","(0.8661952524794062, 113)","(0.8650753450468709, 267)","(0.7529126625305075, 1)","(0.8810009883575866, 3)","(0.9216553652464805, 6)","(0.8389389271837586, 23)","(0.8113938060596037, 107)"
219,20150322,842297,"(0.4948523719997323, 1)","(0.6305159387791781, 3)","(0.6161788680257648, 23)","(0.8438338721849915, 36)","(0.935503990088272, 339)","(2.402783664629766, 2)","(0.8952897118568464, 3)","(0.9122578947390936, 7)","(0.9720156980755954, 17)","(1.0939300391242943, 223)"
220,20150322,842301,"(0.9268561735991504, 8)","(0.8744017112864196, 22)","(0.9229348329640128, 393)","(0.8753721560383912, 61)","(0.9513539014318598, 48)","(1.2771185175115753, 1)","(1.0319690707281903, 4)","(0.8519995874038803, 52)","(0.882104255258777, 15)","(0.7919042162977314, 3)"
221,20150322,601143,"(0.6547297463885203, 2)","(0.882186947182518, 2)","(0.7699469918412238, 73)","(0.7697412055204289, 20)","(0.7268861811442138, 21)",0,0,0,"(0.6869977962821331, 7)","(0.6117896605169224, 2)"
222,20150322,696290,"(0.772836181769114, 4)","(0.933626778592251, 8)","(0.8183968215658165, 113)","(0.9605265020168893, 53)","(0.7993313200367456, 22)",0,0,0,0,"(0.7624502064454973, 9)"
223,20150322,842296,"(1.0, 1)","(0.6594276475658205, 4)","(0.8469535494683625, 16)","(0.9066833252120394, 30)","(1.0369010066196662, 94)",0,"(0.8108454224389143, 1)","(0.7819014439970539, 2)","(0.8739262685581131, 6)","(0.989630617140909, 7)"
