game_number,game_id,name,opponent,result,start,minutes,fg,fga,fg_pct,two_fg,two_fga,two_pct,three_fg,three_fga,three_pct,ft,fta,ft_pct,PPS_two,PPS_three,PPS,o_reb,d_reb,tot_reb,ast,stl,blk,tov,foul,pts
18,20150119,Tyus Jones,Pitt,W,1,38,7,11,0.6363636363636364,3,5,0.6,4,6,0.6666666666666666,4,5,0.8,1.2,2,2,1,1,2,4,0,0,3,1,22
19,20150125,Tyus Jones,St. John's (NY),W,1,39,5,11,0.45454545454545453,3,6,0.5,2,5,0.4,10,10,1,1,1.2,2,0,4,4,6,1,0,4,0,22
20,20150128,Tyus Jones,Notre Dame,L,1,38,5,11,0.45454545454545453,4,8,0.5,1,3,0.3333333333333333,3,3,1,1,1,1.2727272727272727,1,2,3,2,2,0,0,2,14
21,20150131,Tyus Jones,Virginia,W,1,38,5,10,0.5,3,5,0.6,2,5,0.4,5,6,0.8333333333333334,1.2,1.2,1.7,1,3,4,4,0,0,1,1,17
22,20150204,Tyus Jones,Georgia Tech,W,1,38,3,10,0.3,1,6,0.16666666666666666,2,4,0.5,1,2,0.5,0.3333333333333333,1.5,0.9,0,2,2,5,3,0,4,2,9
23,20150207,Tyus Jones,Notre Dame,W,1,34,3,4,0.75,1,1,1,2,3,0.6666666666666666,4,6,0.6666666666666666,2,2,3,0,5,5,7,1,0,0,1,12
24,20150209,Tyus Jones,Florida State,W,1,39,6,13,0.46153846153846156,4,9,0.4444444444444444,2,4,0.5,2,2,1,0.8888888888888888,1.5,1.2307692307692308,1,5,6,12,1,0,1,2,16
25,20150214,Tyus Jones,Syracuse,W,1,35,3,8,0.375,2,7,0.2857142857142857,1,1,1,4,4,1,0.5714285714285714,3,1.375,1,5,6,6,0,0,3,1,11
26,20150218,Tyus Jones,UNC,W,1,43,7,16,0.4375,5,11,0.45454545454545453,2,5,0.4,6,7,0.8571428571428571,0.9090909090909091,1.2,1.375,1,6,7,8,1,0,6,2,22
27,20150221,Tyus Jones,Clemson,W,1,39,4,11,0.36363636363636365,3,8,0.375,1,3,0.3333333333333333,2,2,1,0.75,1,1,0,2,2,9,4,0,3,2,11
28,20150225,Tyus Jones,Virginia Tech,W,1,45,3,10,0.3,2,5,0.4,1,5,0.2,0,0,NaN,0.8,0.6,0.7,0,2,2,9,1,0,3,1,7
29,20150228,Tyus Jones,Syracuse,W,1,38,3,7,0.42857142857142855,2,3,0.6666666666666666,1,4,0.25,2,2,1,1.3333333333333333,0.75,1.2857142857142858,1,5,6,6,2,1,6,1,9
30,20150304,Tyus Jones,Wake Forest,W,1,32,3,8,0.375,1,6,0.16666666666666666,2,2,1,2,3,0.6666666666666666,0.3333333333333333,3,1.25,0,4,4,5,3,0,1,0,10
31,20150307,Tyus Jones,UNC,W,1,37,5,10,0.5,3,6,0.5,2,4,0.5,12,12,1,1,1.5,2.4,0,6,6,7,3,0,1,1,24
32,20150312,Tyus Jones,NC State,W,1,37,3,9,0.3333333333333333,3,7,0.42857142857142855,0,2,0,1,1,1,0.8571428571428571,0,0.7777777777777778,0,0,0,8,1,0,1,0,7
33,20150313,Tyus Jones,Notre Dame,L,1,40,4,13,0.3076923076923077,3,8,0.375,1,5,0.2,1,1,1,0.75,0.6,0.7692307692307693,0,4,4,5,1,0,4,3,10
34,20150320,Tyus Jones,Robert Morris,W,1,31,4,7,0.5714285714285714,2,2,1,2,5,0.4,0,0,NaN,2,1.2,1.4285714285714286,0,3,3,7,2,0,1,0,10
35,20150322,Tyus Jones,San Diego State,W,1,36,3,9,0.3333333333333333,3,8,0.375,0,1,0,0,0,NaN,0.75,0,0.6666666666666666,0,3,3,6,2,0,2,0,6
36,20150327,Tyus Jones,Utah,W,1,38,3,9,0.3333333333333333,3,7,0.42857142857142855,0,2,0,9,10,0.9,0.8571428571428571,0,1.6666666666666667,0,3,3,3,2,0,3,3,15
37,20150329,Tyus Jones,Gonzaga,W,1,40,5,13,0.38461538461538464,4,10,0.4,1,3,0.3333333333333333,4,4,1,0.8,1,1.1538461538461537,1,2,3,6,2,0,0,2,15
38,20150404,Tyus Jones,Michigan State,W,1,38,3,8,0.375,2,5,0.4,1,3,0.3333333333333333,2,3,0.6666666666666666,0.8,1,1.125,0,2,2,4,2,1,1,2,9
39,20150406,Tyus Jones,Wisconsin,W,1,37,7,13,0.5384615384615384,5,10,0.5,2,3,0.6666666666666666,7,7,1,1,2,1.7692307692307692,0,5,5,1,0,0,1,1,23
1,20141114,Amile Jefferson,Presbyterian,W,1,16,2,4,0.5,2,4,0.5,0,0,NaN,0,0,NaN,1,NaN,1,6,4,10,0,0,0,1,4,4
2,20141115,Amile Jefferson,Fairfield,W,1,24,5,8,0.625,5,8,0.625,0,0,NaN,5,6,0.8333333333333334,1.25,NaN,1.875,4,5,9,3,1,0,2,1,15
3,20141118,Amile Jefferson,Michigan State,W,1,21,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,NaN,2,4,0.5,1.3333333333333333,NaN,2,1,3,4,0,0,1,1,2,6
4,20141121,Amile Jefferson,Temple,W,1,31,3,5,0.6,3,5,0.6,0,0,NaN,2,5,0.4,1.2,NaN,1.6,4,4,8,1,0,1,0,3,8
5,20141122,Amile Jefferson,Stanford,W,1,24,3,6,0.5,3,6,0.5,0,0,NaN,3,4,0.75,1,NaN,1.5,4,3,7,2,2,1,0,3,9
6,20141126,Amile Jefferson,Furman,W,1,24,8,9,0.8888888888888888,8,9,0.8888888888888888,0,0,NaN,0,0,NaN,1.7777777777777777,NaN,1.7777777777777777,5,7,12,2,1,1,1,3,16
7,20141130,Amile Jefferson,Army,W,1,20,3,3,1,3,3,1,0,0,NaN,1,3,0.3333333333333333,2,NaN,2.3333333333333335,5,7,12,2,0,1,3,3,7
8,20141203,Amile Jefferson,Wisconsin,W,1,25,3,4,0.75,3,4,0.75,0,0,NaN,0,0,NaN,1.5,NaN,1.5,0,4,4,0,1,0,0,0,6
9,20141215,Amile Jefferson,Elon,W,1,22,6,7,0.8571428571428571,6,7,0.8571428571428571,0,0,NaN,1,3,0.3333333333333333,1.7142857142857142,NaN,1.8571428571428572,2,3,5,2,1,0,3,1,13
10,20141218,Amile Jefferson,UConn,W,1,31,3,8,0.375,3,8,0.375,0,0,NaN,5,7,0.7142857142857143,0.75,NaN,1.375,4,9,13,2,1,2,2,3,11
11,20141229,Amile Jefferson,Toledo,W,1,25,1,2,0.5,1,2,0.5,0,0,NaN,0,1,0,1,NaN,1,3,5,8,2,2,0,1,4,2
12,20141231,Amile Jefferson,Wofford,W,1,18,3,6,0.5,3,6,0.5,0,0,NaN,4,6,0.6666666666666666,1,NaN,1.6666666666666667,3,2,5,0,0,0,1,3,10
13,20150103,Amile Jefferson,Boston College,W,1,17,2,2,1,2,2,1,0,0,NaN,0,1,0,2,NaN,2,2,2,4,1,0,0,1,2,4
14,20150107,Amile Jefferson,Wake Forest,W,1,19,2,5,0.4,2,5,0.4,0,0,NaN,0,0,NaN,0.8,NaN,0.8,0,2,2,0,2,0,2,1,4
15,20150111,Amile Jefferson,NC State,L,0,22,1,2,0.5,1,2,0.5,0,0,NaN,2,2,1,1,NaN,2,1,7,8,1,0,0,2,2,4
16,20150113,Amile Jefferson,Miami (FL),L,1,29,7,9,0.7777777777777778,7,9,0.7777777777777778,0,0,NaN,0,3,0,1.5555555555555556,NaN,1.5555555555555556,6,6,12,1,1,0,2,2,14
17,20150117,Amile Jefferson,Louisville,W,1,31,6,7,0.8571428571428571,6,7,0.8571428571428571,0,0,NaN,7,9,0.7777777777777778,1.7142857142857142,NaN,2.7142857142857144,1,6,7,1,0,0,3,2,19
18,20150119,Amile Jefferson,Pitt,W,1,32,2,6,0.3333333333333333,2,6,0.3333333333333333,0,0,NaN,4,4,1,0.6666666666666666,NaN,1.3333333333333333,3,6,9,0,3,1,0,1,8
19,20150125,Amile Jefferson,St. John's (NY),W,1,21,5,8,0.625,5,8,0.625,0,0,NaN,1,3,0.3333333333333333,1.25,NaN,1.375,2,1,3,1,0,0,0,3,11
20,20150128,Amile Jefferson,Notre Dame,L,1,17,2,4,0.5,2,4,0.5,0,0,NaN,0,3,0,1,NaN,1,3,2,5,0,0,1,1,0,4
21,20150131,Amile Jefferson,Virginia,W,1,20,1,2,0.5,1,2,0.5,0,0,NaN,0,2,0,1,NaN,1,0,2,2,0,1,1,0,0,2
22,20150204,Amile Jefferson,Georgia Tech,W,1,23,3,4,0.75,3,4,0.75,0,0,NaN,0,0,NaN,1.5,NaN,1.5,1,4,5,1,1,0,0,4,6
23,20150207,Amile Jefferson,Notre Dame,W,1,20,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,NaN,3,6,0.5,1.3333333333333333,NaN,2.3333333333333335,1,4,5,0,0,0,2,3,7
24,20150209,Amile Jefferson,Florida State,W,1,21,0,1,0,0,1,0,0,0,NaN,2,2,1,0,NaN,2,1,4,5,0,0,1,0,2,2
25,20150214,Amile Jefferson,Syracuse,W,1,14,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,NaN,0,0,NaN,0.6666666666666666,NaN,0.6666666666666666,2,1,3,0,0,0,2,2,2
26,20150218,Amile Jefferson,UNC,W,1,29,5,7,0.7142857142857143,5,7,0.7142857142857143,0,0,NaN,3,6,0.5,1.4285714285714286,NaN,1.8571428571428572,2,3,5,1,1,6,1,3,13
27,20150221,Amile Jefferson,Clemson,W,1,16,1,2,0.5,1,2,0.5,0,0,NaN,0,0,NaN,1,NaN,1,0,0,0,0,0,0,2,1,2
28,20150225,Amile Jefferson,Virginia Tech,W,0,14,0,0,NaN,0,0,NaN,0,0,NaN,2,4,0.5,NaN,NaN,Inf,3,3,6,1,0,1,0,2,2
29,20150228,Amile Jefferson,Syracuse,W,0,12,1,2,0.5,1,2,0.5,0,0,NaN,0,0,NaN,1,NaN,1,0,2,2,0,0,1,1,1,2
30,20150304,Amile Jefferson,Wake Forest,W,0,20,2,2,1,2,2,1,0,0,NaN,0,0,NaN,2,NaN,2,3,2,5,4,1,1,1,1,4
31,20150307,Amile Jefferson,UNC,W,0,31,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,NaN,1,3,0.3333333333333333,0.6666666666666666,NaN,1,5,1,6,0,0,2,2,3,3
32,20150312,Amile Jefferson,NC State,W,0,20,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,3,4,0,1,0,1,0,0
33,20150313,Amile Jefferson,Notre Dame,L,0,12,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,2,1,3,0,0,1,0,2,2
34,20150320,Amile Jefferson,Robert Morris,W,0,29,4,6,0.6666666666666666,4,6,0.6666666666666666,0,0,NaN,2,3,0.6666666666666666,1.3333333333333333,NaN,1.6666666666666667,2,4,6,3,0,0,2,1,10
35,20150322,Amile Jefferson,San Diego State,W,0,9,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0
36,20150327,Amile Jefferson,Utah,W,0,20,2,4,0.5,2,4,0.5,0,0,NaN,0,0,NaN,1,NaN,1,3,1,4,0,1,0,0,0,4
37,20150329,Amile Jefferson,Gonzaga,W,0,20,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,3,1,4,0,0,0,0,1,0
38,20150404,Amile Jefferson,Michigan State,W,0,11,0,0,NaN,0,0,NaN,0,0,NaN,1,2,0.5,NaN,NaN,Inf,2,5,7,0,0,0,1,3,1
39,20150406,Amile Jefferson,Wisconsin,W,0,21,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,1,6,7,2,1,3,0,3,2
1,20141114,Matt Jones,Presbyterian,W,0,13,3,4,0.75,1,2,0.5,2,2,1,0,1,0,1,3,2,0,1,1,1,0,0,1,0,8
2,20141115,Matt Jones,Fairfield,W,0,19,3,4,0.75,2,2,1,1,2,0.5,2,3,0.6666666666666666,2,1.5,2.25,1,4,5,0,2,0,0,3,9
3,20141118,Matt Jones,Michigan State,W,0,22,1,4,0.25,1,2,0.5,0,2,0,2,2,1,1,0,1,0,0,0,1,0,0,0,3,4
4,20141121,Matt Jones,Temple,W,0,16,1,3,0.3333333333333333,0,0,NaN,1,3,0.3333333333333333,0,0,NaN,NaN,1,1,0,0,0,2,0,0,0,0,3
5,20141122,Matt Jones,Stanford,W,0,18,4,7,0.5714285714285714,2,4,0.5,2,3,0.6666666666666666,0,0,NaN,1,2,1.4285714285714286,0,1,1,0,1,0,2,2,10
6,20141126,Matt Jones,Furman,W,0,19,4,5,0.8,0,0,NaN,4,5,0.8,1,2,0.5,NaN,2.4,2.6,0,3,3,2,0,0,0,1,13
7,20141130,Matt Jones,Army,W,0,18,2,3,0.6666666666666666,2,2,1,0,1,0,2,3,0.6666666666666666,2,0,2,0,1,1,1,2,0,2,2,6
8,20141203,Matt Jones,Wisconsin,W,0,19,1,1,1,1,1,1,0,0,NaN,1,2,0.5,2,NaN,3,0,1,1,0,1,0,0,3,3
9,20141215,Matt Jones,Elon,W,0,20,1,6,0.16666666666666666,1,2,0.5,0,4,0,1,1,1,1,0,0.5,0,1,1,0,1,0,2,0,3
10,20141218,Matt Jones,UConn,W,0,6,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,2,0
11,20141229,Matt Jones,Toledo,W,0,17,1,4,0.25,1,3,0.3333333333333333,0,1,0,0,0,NaN,0.6666666666666666,0,0.5,1,1,2,0,1,0,1,2,2
12,20141231,Matt Jones,Wofford,W,0,18,0,4,0,0,3,0,0,1,0,2,2,1,0,0,0.5,0,2,2,1,2,0,0,3,2
13,20150103,Matt Jones,Boston College,W,0,27,3,7,0.42857142857142855,1,3,0.3333333333333333,2,4,0.5,0,0,NaN,0.6666666666666666,1.5,1.1428571428571428,4,0,4,1,1,0,0,1,8
14,20150107,Matt Jones,Wake Forest,W,0,19,2,6,0.3333333333333333,1,4,0.25,1,2,0.5,0,0,NaN,0.5,1.5,0.8333333333333334,1,3,4,1,0,0,0,0,5
15,20150111,Matt Jones,NC State,L,1,20,1,8,0.125,0,2,0,1,6,0.16666666666666666,2,2,1,0,0.5,0.625,1,1,2,1,1,0,2,3,5
16,20150113,Matt Jones,Miami (FL),L,0,6,0,0,NaN,0,0,NaN,0,0,NaN,1,2,0.5,NaN,NaN,Inf,0,1,1,1,0,0,1,4,1
17,20150117,Matt Jones,Louisville,W,0,8,2,4,0.5,0,1,0,2,3,0.6666666666666666,0,0,NaN,0,2,1.5,0,1,1,0,0,0,0,1,6
18,20150119,Matt Jones,Pitt,W,0,10,0,2,0,0,2,0,0,0,NaN,0,0,NaN,0,NaN,0,1,0,1,0,0,0,0,0,0
19,20150125,Matt Jones,St. John's (NY),W,0,24,2,6,0.3333333333333333,2,4,0.5,0,2,0,0,0,NaN,1,0,0.6666666666666666,2,4,6,2,1,0,2,3,4
20,20150128,Matt Jones,Notre Dame,L,0,21,1,4,0.25,1,3,0.3333333333333333,0,1,0,0,0,NaN,0.6666666666666666,0,0.5,2,3,5,4,1,0,2,3,2
21,20150131,Matt Jones,Virginia,W,0,24,4,9,0.4444444444444444,3,6,0.5,1,3,0.3333333333333333,0,0,NaN,1,1,1,1,2,3,2,0,1,0,3,9
22,20150204,Matt Jones,Georgia Tech,W,0,22,4,9,0.4444444444444444,3,5,0.6,1,4,0.25,2,2,1,1.2,0.75,1.2222222222222223,3,2,5,0,1,0,1,0,11
23,20150207,Matt Jones,Notre Dame,W,0,27,6,9,0.6666666666666666,3,4,0.75,3,5,0.6,2,2,1,1.5,1.8,1.8888888888888888,0,1,1,1,1,0,0,2,17
24,20150209,Matt Jones,Florida State,W,0,19,0,5,0,0,2,0,0,3,0,0,0,NaN,0,0,0,3,1,4,1,0,0,2,2,0
25,20150214,Matt Jones,Syracuse,W,0,32,3,8,0.375,1,4,0.25,2,4,0.5,0,0,NaN,0.5,1.5,1,2,0,2,3,2,0,2,0,8
26,20150218,Matt Jones,UNC,W,0,27,2,4,0.5,1,3,0.3333333333333333,1,1,1,0,0,NaN,0.6666666666666666,3,1.25,3,2,5,1,1,0,0,3,5
27,20150221,Matt Jones,Clemson,W,1,25,2,7,0.2857142857142857,1,1,1,1,6,0.16666666666666666,0,0,NaN,2,0.5,0.7142857142857143,2,3,5,0,1,0,0,2,5
28,20150225,Matt Jones,Virginia Tech,W,1,32,3,4,0.75,2,2,1,1,2,0.5,0,0,NaN,2,1.5,1.75,1,0,1,2,3,1,0,2,7
29,20150228,Matt Jones,Syracuse,W,1,30,3,7,0.42857142857142855,0,2,0,3,5,0.6,0,0,NaN,0,1.8,1.2857142857142858,2,1,3,1,1,0,1,1,9
30,20150304,Matt Jones,Wake Forest,W,1,28,7,15,0.4666666666666667,4,5,0.8,3,10,0.3,0,0,NaN,1.6,0.9,1.1333333333333333,1,3,4,2,1,1,1,3,17
31,20150307,Matt Jones,UNC,W,1,22,1,5,0.2,0,1,0,1,4,0.25,0,0,NaN,0,0.75,0.6,0,2,2,1,2,0,1,0,3
32,20150312,Matt Jones,NC State,W,1,28,3,5,0.6,2,4,0.5,1,1,1,4,5,0.8,1,3,2.2,0,1,1,0,0,0,0,1,11
33,20150313,Matt Jones,Notre Dame,L,1,28,1,4,0.25,0,2,0,1,2,0.5,1,2,0.5,0,1.5,1,1,0,1,0,1,0,0,1,4
34,20150320,Matt Jones,Robert Morris,W,1,29,2,5,0.4,1,3,0.3333333333333333,1,2,0.5,0,0,NaN,0.6666666666666666,1.5,1,0,1,1,4,1,0,2,1,5
35,20150322,Matt Jones,San Diego State,W,1,34,1,5,0.2,0,3,0,1,2,0.5,0,0,NaN,0,1.5,0.6,1,3,4,0,0,0,1,3,3
36,20150327,Matt Jones,Utah,W,1,21,1,4,0.25,1,2,0.5,0,2,0,1,2,0.5,1,0,0.75,0,0,0,0,2,0,2,2,3
37,20150329,Matt Jones,Gonzaga,W,1,28,6,10,0.6,2,3,0.6666666666666666,4,7,0.5714285714285714,0,0,NaN,1.3333333333333333,1.7142857142857142,1.6,0,3,3,1,3,0,0,3,16
38,20150404,Matt Jones,Michigan State,W,1,28,3,6,0.5,3,4,0.75,0,2,0,1,2,0.5,1.5,0,1.1666666666666667,0,2,2,2,2,0,1,1,7
39,20150406,Matt Jones,Wisconsin,W,1,23,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,1,2,3,0,1,0,0,0,0
1,20141114,Grayson Allen,Presbyterian,W,0,18,5,7,0.7142857142857143,3,4,0.75,2,3,0.6666666666666666,6,7,0.8571428571428571,1.5,2,2.5714285714285716,0,1,1,3,3,1,1,1,18
2,20141115,Grayson Allen,Fairfield,W,0,13,3,5,0.6,2,2,1,1,3,0.3333333333333333,2,2,1,2,1,1.8,0,1,1,1,2,0,1,5,9
3,20141118,Grayson Allen,Michigan State,W,0,1,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,1,1,0,0,0,0,0,0
4,20141121,Grayson Allen,Temple,W,0,6,1,1,1,0,0,NaN,1,1,1,3,4,0.75,NaN,3,6,0,0,0,0,0,0,0,0,6
5,20141126,Grayson Allen,Furman,W,0,13,2,7,0.2857142857142857,1,2,0.5,1,5,0.2,0,0,NaN,1,0.6,0.7142857142857143,2,1,3,1,0,1,1,3,5
6,20141130,Grayson Allen,Army,W,0,10,0,2,0,0,0,NaN,0,2,0,0,0,NaN,NaN,0,0,0,1,1,1,0,0,0,1,0
7,20141215,Grayson Allen,Elon,W,0,8,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,1,0,1,0,0
8,20141218,Grayson Allen,UConn,W,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
9,20141229,Grayson Allen,Toledo,W,0,3,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,0,0,1,1,0
10,20141231,Grayson Allen,Wofford,W,0,4,1,1,1,0,0,NaN,1,1,1,0,0,NaN,NaN,3,3,0,0,0,0,0,0,0,0,3
11,20150103,Grayson Allen,Boston College,W,0,6,0,3,0,0,1,0,0,2,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0
12,20150107,Grayson Allen,Wake Forest,W,0,1,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,1,0,0
13,20150111,Grayson Allen,NC State,L,0,2,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
14,20150113,Grayson Allen,Miami (FL),L,0,8,1,2,0.5,1,1,1,0,1,0,2,2,1,2,0,2,1,0,1,0,0,0,1,0,4
15,20150119,Grayson Allen,Pitt,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0
16,20150125,Grayson Allen,St. John's (NY),W,0,3,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,1,0,1,0,0
17,20150131,Grayson Allen,Virginia,W,0,11,0,1,0,0,0,NaN,0,1,0,1,2,0.5,NaN,0,1,0,0,0,0,0,0,1,2,1
18,20150204,Grayson Allen,Georgia Tech,W,0,3,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,1,0,1,0,0,0,0,0,0
19,20150207,Grayson Allen,Notre Dame,W,0,16,1,3,0.3333333333333333,0,1,0,1,2,0.5,2,2,1,0,1.5,1.6666666666666667,0,2,2,1,0,1,0,0,5
20,20150209,Grayson Allen,Florida State,W,0,11,1,4,0.25,1,3,0.3333333333333333,0,1,0,0,0,NaN,0.6666666666666666,0,0.5,0,0,0,0,0,0,0,1,2
21,20150214,Grayson Allen,Syracuse,W,0,8,1,2,0.5,0,1,0,1,1,1,2,2,1,0,3,2.5,0,1,1,2,1,0,0,1,5
22,20150218,Grayson Allen,UNC,W,0,4,0,2,0,0,2,0,0,0,NaN,2,2,1,0,NaN,1,0,0,0,0,0,0,0,0,2
23,20150221,Grayson Allen,Clemson,W,0,18,3,5,0.6,2,2,1,1,3,0.3333333333333333,3,3,1,2,1,2,0,2,2,1,0,0,1,3,10
24,20150225,Grayson Allen,Virginia Tech,W,0,7,1,2,0.5,0,0,NaN,1,2,0.5,1,2,0.5,NaN,1.5,2,0,0,0,0,0,0,0,1,4
25,20150228,Grayson Allen,Syracuse,W,0,8,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,1,1,2,1,0,0,1,1,0
26,20150304,Grayson Allen,Wake Forest,W,0,24,9,11,0.8181818181818182,5,6,0.8333333333333334,4,5,0.8,5,6,0.8333333333333334,1.6666666666666667,2.4,2.4545454545454546,2,2,4,0,0,0,0,3,27
27,20150307,Grayson Allen,UNC,W,0,11,1,6,0.16666666666666666,0,2,0,1,4,0.25,4,4,1,0,0.75,1.1666666666666667,0,2,2,0,0,0,0,1,7
28,20150312,Grayson Allen,NC State,W,0,21,5,10,0.5,4,6,0.6666666666666666,1,4,0.25,0,0,NaN,1.3333333333333333,0.75,1.1,1,2,3,3,0,2,1,5,11
29,20150313,Grayson Allen,Notre Dame,L,0,11,0,3,0,0,1,0,0,2,0,0,0,NaN,0,0,0,0,1,1,0,1,0,2,4,0
30,20150320,Grayson Allen,Robert Morris,W,0,12,0,3,0,0,1,0,0,2,0,1,2,0.5,0,0,0.3333333333333333,0,0,0,0,0,0,0,1,1
31,20150322,Grayson Allen,San Diego State,W,0,9,2,2,1,1,1,1,1,1,1,0,0,NaN,2,3,2.5,0,1,1,0,0,0,0,4,5
32,20150327,Grayson Allen,Utah,W,0,9,1,4,0.25,1,4,0.25,0,0,NaN,1,2,0.5,0.5,NaN,0.75,0,0,0,0,0,0,0,0,3
33,20150329,Grayson Allen,Gonzaga,W,0,3,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0
34,20150404,Grayson Allen,Michigan State,W,0,17,2,6,0.3333333333333333,2,4,0.5,0,2,0,5,6,0.8333333333333334,1,0,1.5,1,4,5,0,0,0,1,3,9
35,20150406,Grayson Allen,Wisconsin,W,0,21,5,8,0.625,4,6,0.6666666666666666,1,2,0.5,5,5,1,1.3333333333333333,1.5,2,0,2,2,0,1,0,0,0,16
1,20141114,Rasheed Sulaimon,Presbyterian,W,0,18,4,4,1,3,3,1,1,1,1,3,3,1,2,3,3,0,2,2,4,2,1,1,0,12
2,20141115,Rasheed Sulaimon,Fairfield,W,0,18,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,4,1,0,0,1,0
3,20141118,Rasheed Sulaimon,Michigan State,W,0,12,1,4,0.25,0,1,0,1,3,0.3333333333333333,0,0,NaN,0,1,0.75,0,1,1,0,1,0,2,0,3
4,20141121,Rasheed Sulaimon,Temple,W,0,14,1,5,0.2,1,4,0.25,0,1,0,0,2,0,0.5,0,0.4,0,2,2,0,0,0,2,3,2
5,20141122,Rasheed Sulaimon,Stanford,W,0,19,2,5,0.4,1,2,0.5,1,3,0.3333333333333333,1,3,0.3333333333333333,1,1,1.2,0,1,1,2,0,0,1,0,6
6,20141126,Rasheed Sulaimon,Furman,W,0,19,4,8,0.5,3,4,0.75,1,4,0.25,0,0,NaN,1.5,0.75,1.125,0,2,2,2,0,0,0,2,9
7,20141130,Rasheed Sulaimon,Army,W,0,26,4,10,0.4,3,6,0.5,1,4,0.25,4,4,1,1,0.75,1.3,0,2,2,2,1,0,0,2,13
8,20141203,Rasheed Sulaimon,Wisconsin,W,0,21,5,8,0.625,3,5,0.6,2,3,0.6666666666666666,2,2,1,1.2,2,1.75,0,3,3,2,1,0,1,1,14
9,20141215,Rasheed Sulaimon,Elon,W,0,26,4,9,0.4444444444444444,3,7,0.42857142857142855,1,2,0.5,2,2,1,0.8571428571428571,1.5,1.2222222222222223,0,3,3,3,2,0,0,3,11
10,20141218,Rasheed Sulaimon,UConn,W,0,17,0,4,0,0,2,0,0,2,0,0,0,NaN,0,0,0,0,2,2,0,1,0,5,1,0
11,20141229,Rasheed Sulaimon,Toledo,W,0,18,2,5,0.4,1,2,0.5,1,3,0.3333333333333333,2,3,0.6666666666666666,1,1,1.4,1,1,2,0,0,0,3,3,7
12,20141231,Rasheed Sulaimon,Wofford,W,0,19,2,4,0.5,1,2,0.5,1,2,0.5,1,2,0.5,1,1.5,1.5,0,2,2,2,0,0,2,3,6
13,20150103,Rasheed Sulaimon,Boston College,W,0,20,4,7,0.5714285714285714,1,4,0.25,3,3,1,0,0,NaN,0.5,3,1.5714285714285714,0,3,3,2,1,0,1,0,11
14,20150107,Rasheed Sulaimon,Wake Forest,W,0,22,4,8,0.5,2,6,0.3333333333333333,2,2,1,0,0,NaN,0.6666666666666666,3,1.25,0,4,4,2,0,0,2,2,10
15,20150111,Rasheed Sulaimon,NC State,L,0,22,4,12,0.3333333333333333,3,7,0.42857142857142855,1,5,0.2,2,2,1,0.8571428571428571,0.6,0.9166666666666666,1,0,1,3,2,0,2,4,11
16,20150113,Rasheed Sulaimon,Miami (FL),L,0,26,5,14,0.35714285714285715,3,6,0.5,2,8,0.25,2,2,1,1,0.75,1,0,0,0,3,2,0,3,4,14
17,20150117,Rasheed Sulaimon,Louisville,W,0,16,0,4,0,0,3,0,0,1,0,0,0,NaN,0,0,0,0,1,1,2,1,0,0,2,0
18,20150119,Rasheed Sulaimon,Pitt,W,0,25,4,6,0.6666666666666666,0,1,0,4,5,0.8,1,2,0.5,0,2.4,2.1666666666666665,1,3,4,1,2,0,1,2,13
