team_name,shot_text,color,date,outcome,shooter,assisted,three_pt,x,y,game_number,season
Army,Kyle Wilson made Layup. Assisted by Maxwell Lenox.,#ce9c00,16404,made,Kyle Wilson,Maxwell Lenox,FALSE,27,6.266666666666667,1,2014-15
Army,Larry Toomey missed Layup.,#ce9c00,16404,missed,Larry Toomey,NA,FALSE,30,6.266666666666667,1,2014-15
Army,Kieffer Jordan made Jumper. Assisted by Dylan Cox.,#ce9c00,16404,made,Kieffer Jordan,Dylan Cox,FALSE,25,21.93333333333333,1,2014-15
Army,Tanner Plomb missed Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,FALSE,8,9.399999999999999,1,2014-15
Army,Kyle Wilson made Layup.,#ce9c00,16404,made,Kyle Wilson,NA,FALSE,27,5.222222222222221,1,2014-15
Army,Kyle Wilson missed Layup.,#ce9c00,16404,missed,Kyle Wilson,NA,FALSE,28,6.266666666666667,1,2014-15
Army,Travis Rollo missed Jumper.,#ce9c00,16404,missed,Travis Rollo,NA,FALSE,21.999999999999996,11.488888888888887,1,2014-15
Army,Kyle Wilson made Jumper. Assisted by Maxwell Lenox.,#ce9c00,16404,made,Kyle Wilson,Maxwell Lenox,FALSE,42,4.177777777777778,1,2014-15
Army,Luke Morrison made Three Point Jumper. Assisted by Maxwell Lenox.,#ce9c00,16404,made,Luke Morrison,Maxwell Lenox,TRUE,25,29.244444444444444,1,2014-15
Army,Tanner Plomb missed Three Point Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,TRUE,29,28.2,1,2014-15
Army,Mo Williams missed Three Point Jumper.,#ce9c00,16404,missed,Mo Williams,NA,TRUE,47,4.177777777777778,1,2014-15
Army,Luke Morrison missed Three Point Jumper.,#ce9c00,16404,missed,Luke Morrison,NA,TRUE,27,30.288888888888888,1,2014-15
Army,Tanner Plomb missed Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,FALSE,31,13.577777777777776,1,2014-15
Army,Tanner Plomb missed Three Point Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,TRUE,8,21.93333333333333,1,2014-15
Army,Dylan Cox made Layup.,#ce9c00,16404,made,Dylan Cox,NA,FALSE,27,6.266666666666667,1,2014-15
Army,Dylan Cox made Layup.,#ce9c00,16404,made,Dylan Cox,NA,FALSE,21.999999999999996,5.222222222222221,1,2014-15
Army,Kyle Wilson missed Three Point Jumper.,#ce9c00,16404,missed,Kyle Wilson,NA,TRUE,45,16.711111111111112,1,2014-15
Army,Kevin Ferguson made Layup. Assisted by Tanner Plomb.,#ce9c00,16404,made,Kevin Ferguson,Tanner Plomb,FALSE,21.999999999999996,5.222222222222221,1,2014-15
Army,Dylan Cox made Layup.,#ce9c00,16404,made,Dylan Cox,NA,FALSE,28,7.311111111111111,1,2014-15
Army,Tanner Plomb made Three Point Jumper. Assisted by Dylan Cox.,#ce9c00,16404,made,Tanner Plomb,Dylan Cox,TRUE,26,30.288888888888888,1,2014-15
Army,Tanner Plomb made Three Point Jumper. Assisted by Kyle Wilson.,#ce9c00,16404,made,Tanner Plomb,Kyle Wilson,TRUE,4,13.577777777777776,1,2014-15
Army,Mo Williams missed Jumper.,#ce9c00,16404,missed,Mo Williams,NA,FALSE,20,11.488888888888887,1,2014-15
Army,Dylan Cox missed Jumper.,#ce9c00,16404,missed,Dylan Cox,NA,FALSE,29,7.311111111111111,1,2014-15
Army,Kevin Ferguson missed Layup.,#ce9c00,16404,missed,Kevin Ferguson,NA,FALSE,21.999999999999996,7.311111111111111,1,2014-15
Army,Kevin Ferguson made Layup.,#ce9c00,16404,made,Kevin Ferguson,NA,FALSE,21.999999999999996,6.266666666666667,1,2014-15
Army,Tanner Plomb missed Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,FALSE,5,6.266666666666667,1,2014-15
Army,Kevin Ferguson made Layup. Assisted by Dylan Cox.,#ce9c00,16404,made,Kevin Ferguson,Dylan Cox,FALSE,21.000000000000004,5.222222222222221,1,2014-15
Army,Mo Williams missed Three Point Jumper.,#ce9c00,16404,missed,Mo Williams,NA,TRUE,47,9.399999999999999,1,2014-15
Army,Kyle Wilson missed Layup.,#ce9c00,16404,missed,Kyle Wilson,NA,FALSE,21.000000000000004,6.266666666666667,1,2014-15
Army,Tanner Plomb made Jumper.,#ce9c00,16404,made,Tanner Plomb,NA,FALSE,15,18.799999999999997,1,2014-15
Army,Tanner Plomb made Three Point Jumper. Assisted by Kevin Ferguson.,#ce9c00,16404,made,Tanner Plomb,Kevin Ferguson,TRUE,7,19.84444444444444,1,2014-15
Army,Kyle Wilson missed Layup.,#ce9c00,16404,missed,Kyle Wilson,NA,FALSE,21.999999999999996,6.266666666666667,1,2014-15
Army,Kyle Wilson missed Layup.,#ce9c00,16404,missed,Kyle Wilson,NA,FALSE,28,7.311111111111111,1,2014-15
Army,Mo Williams made Three Point Jumper. Assisted by Maxwell Lenox.,#ce9c00,16404,made,Mo Williams,Maxwell Lenox,TRUE,47,8.355555555555556,1,2014-15
Army,Luke Morrison missed Jumper.,#ce9c00,16404,missed,Luke Morrison,NA,FALSE,21.000000000000004,22.977777777777774,1,2014-15
Army,Dylan Cox made Jumper.,#ce9c00,16404,made,Dylan Cox,NA,FALSE,30,6.266666666666667,1,2014-15
Army,Luke Morrison made Layup. Assisted by Dylan Cox.,#ce9c00,16404,made,Luke Morrison,Dylan Cox,FALSE,23,5.222222222222221,1,2014-15
Army,Tanner Plomb missed Three Point Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,TRUE,5,12.533333333333333,1,2014-15
Army,Tanner Plomb made Dunk. Assisted by Luke Morrison.,#ce9c00,16404,made,Tanner Plomb,Luke Morrison,FALSE,24,6.266666666666667,1,2014-15
Army,Tanner Plomb missed Jumper.,#ce9c00,16404,missed,Tanner Plomb,NA,FALSE,28,14.622222222222222,1,2014-15
Army,Mo Williams made Jumper.,#ce9c00,16404,made,Mo Williams,NA,FALSE,39,6.266666666666667,1,2014-15
Duke,Jahlil Okafor missed Jumper.,#001A57,16404,missed,Jahlil Okafor,NA,FALSE,31,85.85333333333332,1,2014-15
Duke,Amile Jefferson made Layup.,#001A57,16404,made,Amile Jefferson,NA,FALSE,22,85.85333333333332,1,2014-15
Duke,Tyus Jones made Jumper.,#001A57,16404,made,Tyus Jones,NA,FALSE,22,80.6311111111111,1,2014-15
Duke,Quinn Cook missed Three Point Jumper.,#001A57,16404,missed,Quinn Cook,NA,TRUE,42,71.2311111111111,1,2014-15
Duke,Jahlil Okafor missed Layup.,#001A57,16404,missed,Jahlil Okafor,NA,FALSE,28.999999999999996,86.89777777777778,1,2014-15
Duke,Matt Jones missed Three Point Jumper.,#001A57,16404,missed,Matt Jones,NA,TRUE,47,86.89777777777778,1,2014-15
Duke,Quinn Cook made Layup.,#001A57,16404,made,Quinn Cook,NA,FALSE,28.000000000000004,85.85333333333332,1,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Semi Ojeleye.,#001A57,16404,made,Jahlil Okafor,Semi Ojeleye,FALSE,26,85.85333333333332,1,2014-15
Duke,Jahlil Okafor missed Layup.,#001A57,16404,missed,Jahlil Okafor,NA,FALSE,21,85.85333333333332,1,2014-15
Duke,Rasheed Sulaimon made Jumper.,#001A57,16404,made,Rasheed Sulaimon,NA,FALSE,22,80.6311111111111,1,2014-15
Duke,Tyus Jones made Jumper.,#001A57,16404,made,Tyus Jones,NA,FALSE,22,78.54222222222222,1,2014-15
Duke,Tyus Jones made Three Point Jumper. Assisted by Grayson Allen.,#001A57,16404,made,Tyus Jones,Grayson Allen,TRUE,31,63.919999999999995,1,2014-15
Duke,Jahlil Okafor made Layup. Assisted by Amile Jefferson.,#001A57,16404,made,Jahlil Okafor,Amile Jefferson,FALSE,23,85.85333333333332,1,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Tyus Jones.,#001A57,16404,made,Jahlil Okafor,Tyus Jones,FALSE,25,84.80888888888889,1,2014-15
Duke,Quinn Cook made Layup. Assisted by Tyus Jones.,#001A57,16404,made,Quinn Cook,Tyus Jones,FALSE,28.999999999999996,85.85333333333332,1,2014-15
Duke,Tyus Jones missed Three Point Jumper.,#001A57,16404,missed,Tyus Jones,NA,TRUE,47,87.94222222222221,1,2014-15
Duke,Jahlil Okafor made Jumper. Assisted by Quinn Cook.,#001A57,16404,made,Jahlil Okafor,Quinn Cook,FALSE,35,83.76444444444444,1,2014-15
Duke,Justise Winslow made Layup.,#001A57,16404,made,Justise Winslow,NA,FALSE,25,83.76444444444444,1,2014-15
Duke,Matt Jones made Layup. Assisted by Justise Winslow.,#001A57,16404,made,Matt Jones,Justise Winslow,FALSE,23,86.89777777777778,1,2014-15
Duke,Quinn Cook missed Three Point Jumper.,#001A57,16404,missed,Quinn Cook,NA,TRUE,43,72.27555555555554,1,2014-15
Duke,Quinn Cook made Layup. Assisted by Tyus Jones.,#001A57,16404,made,Quinn Cook,Tyus Jones,FALSE,28.000000000000004,86.89777777777778,1,2014-15
Duke,Rasheed Sulaimon missed Three Point Jumper.,#001A57,16404,missed,Rasheed Sulaimon,NA,TRUE,47,85.85333333333332,1,2014-15
Duke,Quinn Cook missed Three Point Jumper.,#001A57,16404,missed,Quinn Cook,NA,TRUE,24,63.919999999999995,1,2014-15
Duke,Quinn Cook missed Layup.,#001A57,16404,missed,Quinn Cook,NA,FALSE,28.000000000000004,85.85333333333332,1,2014-15
Duke,Jahlil Okafor missed Two Point Tip Shot.,#001A57,16404,missed,Jahlil Okafor,NA,FALSE,25,86.89777777777778,1,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Tyus Jones.,#001A57,16404,made,Jahlil Okafor,Tyus Jones,FALSE,26,85.85333333333332,1,2014-15
Duke,Tyus Jones made Layup.,#001A57,16404,made,Tyus Jones,NA,FALSE,28.000000000000004,85.85333333333332,1,2014-15
Duke,Tyus Jones missed Three Point Jumper.,#001A57,16404,missed,Tyus Jones,NA,TRUE,45,78.54222222222222,1,2014-15
Duke,Matt Jones made Layup.,#001A57,16404,made,Matt Jones,NA,FALSE,27,85.85333333333332,1,2014-15
Duke,Tyus Jones missed Layup.,#001A57,16404,missed,Tyus Jones,NA,FALSE,22,85.85333333333332,1,2014-15
Duke,Quinn Cook missed Jumper.,#001A57,16404,missed,Quinn Cook,NA,FALSE,20,77.49777777777777,1,2014-15
Duke,Amile Jefferson made Jumper.,#001A57,16404,made,Amile Jefferson,NA,FALSE,32,79.58666666666667,1,2014-15
Duke,Jahlil Okafor made Layup. Assisted by Quinn Cook.,#001A57,16404,made,Jahlil Okafor,Quinn Cook,FALSE,23,87.94222222222221,1,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Tyus Jones.,#001A57,16404,made,Jahlil Okafor,Tyus Jones,FALSE,25,84.80888888888889,1,2014-15
Duke,Quinn Cook missed Layup.,#001A57,16404,missed,Quinn Cook,NA,FALSE,28.000000000000004,85.85333333333332,1,2014-15
Duke,Justise Winslow missed Three Point Jumper.,#001A57,16404,missed,Justise Winslow,NA,TRUE,3,86.89777777777778,1,2014-15
Duke,Jahlil Okafor missed Layup.,#001A57,16404,missed,Jahlil Okafor,NA,FALSE,26,84.80888888888889,1,2014-15
Duke,Quinn Cook made Layup. Assisted by Matt Jones.,#001A57,16404,made,Quinn Cook,Matt Jones,FALSE,27,86.89777777777778,1,2014-15
Duke,Justise Winslow made Three Point Jumper. Assisted by Rasheed Sulaimon.,#001A57,16404,made,Justise Winslow,Rasheed Sulaimon,TRUE,8,68.09777777777778,1,2014-15
Duke,Rasheed Sulaimon missed Jumper.,#001A57,16404,missed,Rasheed Sulaimon,NA,FALSE,30,79.58666666666667,1,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Tyus Jones.,#001A57,16404,made,Jahlil Okafor,Tyus Jones,FALSE,25,84.80888888888889,1,2014-15
Duke,Quinn Cook made Three Point Jumper. Assisted by Amile Jefferson.,#001A57,16404,made,Quinn Cook,Amile Jefferson,TRUE,6,76.45333333333333,1,2014-15
Duke,Rasheed Sulaimon made Layup. Assisted by Tyus Jones.,#001A57,16404,made,Rasheed Sulaimon,Tyus Jones,FALSE,25,85.85333333333332,1,2014-15
Duke,Rasheed Sulaimon missed Three Point Jumper.,#001A57,16404,missed,Rasheed Sulaimon,NA,TRUE,47,88.98666666666666,1,2014-15
Duke,Amile Jefferson made Jumper. Assisted by Rasheed Sulaimon.,#001A57,16404,made,Amile Jefferson,Rasheed Sulaimon,FALSE,43,87.94222222222221,1,2014-15
Duke,Tyus Jones missed Three Point Jumper.,#001A57,16404,missed,Tyus Jones,NA,TRUE,10,69.14222222222222,1,2014-15
Duke,Jahlil Okafor missed Jumper.,#001A57,16404,missed,Jahlil Okafor,NA,FALSE,25,79.58666666666667,1,2014-15
Duke,Rasheed Sulaimon made Three Point Jumper. Assisted by Tyus Jones.,#001A57,16404,made,Rasheed Sulaimon,Tyus Jones,TRUE,47,87.94222222222221,1,2014-15
Duke,Rasheed Sulaimon missed Three Point Jumper.,#001A57,16404,missed,Rasheed Sulaimon,NA,TRUE,41,68.09777777777778,1,2014-15
Duke,Justise Winslow made Layup.,#001A57,16404,made,Justise Winslow,NA,FALSE,22,86.89777777777778,1,2014-15
Duke,Quinn Cook missed Three Point Jumper.,#001A57,16404,missed,Quinn Cook,NA,TRUE,47,87.94222222222221,1,2014-15
Duke,Grayson Allen missed Three Point Jumper.,#001A57,16404,missed,Grayson Allen,NA,TRUE,9,72.27555555555554,1,2014-15
Duke,Semi Ojeleye missed Jumper.,#001A57,16404,missed,Semi Ojeleye,NA,FALSE,22,83.76444444444444,1,2014-15
Duke,Grayson Allen missed Three Point Jumper.,#001A57,16404,missed,Grayson Allen,NA,TRUE,1.25,86.89777777777778,1,2014-15
Duke,Rasheed Sulaimon missed Layup.,#001A57,16404,missed,Rasheed Sulaimon,NA,FALSE,27,85.85333333333332,1,2014-15
Duke,Semi Ojeleye missed Three Point Jumper.,#001A57,16404,missed,Semi Ojeleye,NA,TRUE,47,84.80888888888889,1,2014-15
Duke,Rasheed Sulaimon made Layup. Assisted by Tyus Jones.,#001A57,16404,made,Rasheed Sulaimon,Tyus Jones,FALSE,22,86.89777777777778,1,2014-15
Duke,Rasheed Sulaimon missed Jumper.,#001A57,16404,missed,Rasheed Sulaimon,NA,FALSE,19,85.85333333333332,1,2014-15
Duke,Marshall Plumlee made Two Point Tip Shot.,#001A57,16404,made,Marshall Plumlee,NA,FALSE,25,86.89777777777778,1,2014-15
Duke,Marshall Plumlee made Layup. Assisted by Tyus Jones.,#001A57,16404,made,Marshall Plumlee,Tyus Jones,FALSE,27,85.85333333333332,1,2014-15
Duke,Justise Winslow missed Three Point Jumper.,#001A57,16407,missed,Justise Winslow,NA,TRUE,34,25.066666666666666,2,2014-15
Duke,Jahlil Okafor made Layup.,#001A57,16407,made,Jahlil Okafor,NA,FALSE,29,5.222222222222221,2,2014-15
Duke,Justise Winslow missed Jumper.,#001A57,16407,missed,Justise Winslow,NA,FALSE,34,7.311111111111111,2,2014-15
Duke,Jahlil Okafor missed Jumper.,#001A57,16407,missed,Jahlil Okafor,NA,FALSE,30,10.444444444444443,2,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Justise Winslow.,#001A57,16407,made,Jahlil Okafor,Justise Winslow,FALSE,23,5.222222222222221,2,2014-15
Duke,Tyus Jones missed Three Point Jumper.,#001A57,16407,missed,Tyus Jones,NA,TRUE,43,18.799999999999997,2,2014-15
Duke,Quinn Cook made Three Point Jumper. Assisted by Justise Winslow.,#001A57,16407,made,Quinn Cook,Justise Winslow,TRUE,3,7.311111111111111,2,2014-15
Duke,Tyus Jones made Jumper.,#001A57,16407,made,Tyus Jones,NA,FALSE,21.000000000000004,15.666666666666664,2,2014-15
Duke,Rasheed Sulaimon made Three Point Jumper.,#001A57,16407,made,Rasheed Sulaimon,NA,TRUE,33,26.11111111111111,2,2014-15
Duke,Quinn Cook made Layup.,#001A57,16407,made,Quinn Cook,NA,FALSE,28,5.222222222222221,2,2014-15
Duke,Marshall Plumlee made Dunk. Assisted by Justise Winslow.,#001A57,16407,made,Marshall Plumlee,Justise Winslow,FALSE,24,5.222222222222221,2,2014-15
Duke,Matt Jones made Jumper.,#001A57,16407,made,Matt Jones,NA,FALSE,34,8.355555555555556,2,2014-15
Duke,Tyus Jones missed Layup.,#001A57,16407,missed,Tyus Jones,NA,FALSE,28,4.177777777777778,2,2014-15
Duke,Rasheed Sulaimon made Jumper.,#001A57,16407,made,Rasheed Sulaimon,NA,FALSE,30,8.355555555555556,2,2014-15
Duke,Amile Jefferson made Jumper.,#001A57,16407,made,Amile Jefferson,NA,FALSE,23,10.444444444444443,2,2014-15
Duke,Rasheed Sulaimon missed Three Point Jumper.,#001A57,16407,missed,Rasheed Sulaimon,NA,TRUE,31,26.11111111111111,2,2014-15
Duke,Amile Jefferson made Jumper. Assisted by Rasheed Sulaimon.,#001A57,16407,made,Amile Jefferson,Rasheed Sulaimon,FALSE,42,6.266666666666667,2,2014-15
Duke,Rasheed Sulaimon missed Jumper.,#001A57,16407,missed,Rasheed Sulaimon,NA,FALSE,29,9.399999999999999,2,2014-15
Duke,Marshall Plumlee made Layup.,#001A57,16407,made,Marshall Plumlee,NA,FALSE,24,5.222222222222221,2,2014-15
Duke,Justise Winslow missed Jumper.,#001A57,16407,missed,Justise Winslow,NA,FALSE,23,10.444444444444443,2,2014-15
Duke,Marshall Plumlee missed Jumper.,#001A57,16407,missed,Marshall Plumlee,NA,FALSE,26,7.311111111111111,2,2014-15
Duke,Quinn Cook made Three Point Jumper. Assisted by Tyus Jones.,#001A57,16407,made,Quinn Cook,Tyus Jones,TRUE,46,9.399999999999999,2,2014-15
Duke,Tyus Jones made Three Point Jumper.,#001A57,16407,made,Tyus Jones,NA,TRUE,6,15.666666666666664,2,2014-15
Duke,Tyus Jones made Three Point Jumper.,#001A57,16407,made,Tyus Jones,NA,TRUE,7,17.755555555555556,2,2014-15
Duke,Quinn Cook missed Three Point Jumper.,#001A57,16407,missed,Quinn Cook,NA,TRUE,4,8.355555555555556,2,2014-15
Duke,Jahlil Okafor made Layup.,#001A57,16407,made,Jahlil Okafor,NA,FALSE,26,4.177777777777778,2,2014-15
Duke,Jahlil Okafor missed Jumper.,#001A57,16407,missed,Jahlil Okafor,NA,FALSE,16,9.399999999999999,2,2014-15
Duke,Tyus Jones missed Jumper.,#001A57,16407,missed,Tyus Jones,NA,FALSE,32,7.311111111111111,2,2014-15
Duke,Tyus Jones made Layup.,#001A57,16407,made,Tyus Jones,NA,FALSE,25,6.266666666666667,2,2014-15
Duke,Justise Winslow missed Three Point Jumper.,#001A57,16407,missed,Justise Winslow,NA,TRUE,21.000000000000004,27.15555555555555,2,2014-15
Duke,Rasheed Sulaimon made Three Point Jumper. Assisted by Tyus Jones.,#001A57,16407,made,Rasheed Sulaimon,Tyus Jones,TRUE,46,15.666666666666664,2,2014-15
Duke,Tyus Jones made Layup.,#001A57,16407,made,Tyus Jones,NA,FALSE,23,6.266666666666667,2,2014-15
Duke,Rasheed Sulaimon made Jumper.,#001A57,16407,made,Rasheed Sulaimon,NA,FALSE,19,15.666666666666664,2,2014-15
Duke,Amile Jefferson missed Jumper.,#001A57,16407,missed,Amile Jefferson,NA,FALSE,23,22.977777777777774,2,2014-15
Duke,Justise Winslow made Three Point Jumper. Assisted by Tyus Jones.,#001A57,16407,made,Justise Winslow,Tyus Jones,TRUE,41,20.888888888888886,2,2014-15
Duke,Jahlil Okafor made Jumper.,#001A57,16407,made,Jahlil Okafor,NA,FALSE,32,6.266666666666667,2,2014-15
Duke,Quinn Cook made Jumper.,#001A57,16407,made,Quinn Cook,NA,FALSE,20,14.622222222222222,2,2014-15
Duke,Jahlil Okafor made Dunk. Assisted by Quinn Cook.,#001A57,16407,made,Jahlil Okafor,Quinn Cook,FALSE,24,5.222222222222221,2,2014-15
Duke,Jahlil Okafor made Jumper.,#001A57,16407,made,Jahlil Okafor,NA,FALSE,38,9.399999999999999,2,2014-15
Duke,Tyus Jones missed Jumper.,#001A57,16407,missed,Tyus Jones,NA,FALSE,26,15.666666666666664,2,2014-15
Duke,Rasheed Sulaimon made Jumper.,#001A57,16407,made,Rasheed Sulaimon,NA,FALSE,21.000000000000004,19.84444444444444,2,2014-15
Duke,Rasheed Sulaimon missed Jumper.,#001A57,16407,missed,Rasheed Sulaimon,NA,FALSE,16,7.311111111111111,2,2014-15
Duke,Tyus Jones made Layup. Assisted by Rasheed Sulaimon.,#001A57,16407,made,Tyus Jones,Rasheed Sulaimon,FALSE,24,5.222222222222221,2,2014-15
Duke,Amile Jefferson made Jumper. Assisted by Tyus Jones.,#001A57,16407,made,Amile Jefferson,Tyus Jones,FALSE,28,12.533333333333333,2,2014-15
Duke,Tyus Jones made Jumper.,#001A57,16407,made,Tyus Jones,NA,FALSE,21.999999999999996,24.02222222222222,2,2014-15
Duke,Justise Winslow made Dunk. Assisted by Jahlil Okafor.,#001A57,16407,made,Justise Winslow,Jahlil Okafor,FALSE,25,6.266666666666667,2,2014-15
Wisconsin,Traevon Jackson missed Jumper.,#A00002,16407,missed,Traevon Jackson,NA,FALSE,33,82.72,2,2014-15
Wisconsin,Nigel Hayes missed Jumper.,#A00002,16407,missed,Nigel Hayes,NA,FALSE,11,80.6311111111111,2,2014-15
Wisconsin,Frank Kaminsky made Three Point Jumper. Assisted by Traevon Jackson.,#A00002,16407,made,Frank Kaminsky,Traevon Jackson,TRUE,19,66.00888888888889,2,2014-15
Wisconsin,Nigel Hayes missed Three Point Jumper.,#A00002,16407,missed,Nigel Hayes,NA,TRUE,43,73.32,2,2014-15
Wisconsin,Sam Dekker missed Jumper.,#A00002,16407,missed,Sam Dekker,NA,FALSE,39,80.6311111111111,2,2014-15
Wisconsin,Frank Kaminsky made Three Point Jumper. Assisted by Bronson Koenig.,#A00002,16407,made,Frank Kaminsky,Bronson Koenig,TRUE,36,64.96444444444444,2,2014-15
Wisconsin,Bronson Koenig missed Layup.,#A00002,16407,missed,Bronson Koenig,NA,FALSE,22,87.94222222222221,2,2014-15
Wisconsin,Josh Gasser missed Three Point Jumper.,#A00002,16407,missed,Josh Gasser,NA,TRUE,4,80.6311111111111,2,2014-15
Wisconsin,Frank Kaminsky missed Two Point Tip Shot.,#A00002,16407,missed,Frank Kaminsky,NA,FALSE,25,86.89777777777778,2,2014-15
Wisconsin,Bronson Koenig missed Three Point Jumper.,#A00002,16407,missed,Bronson Koenig,NA,TRUE,47,83.76444444444444,2,2014-15
Wisconsin,Duje Dukan missed Three Point Jumper.,#A00002,16407,missed,Duje Dukan,NA,TRUE,3,85.85333333333332,2,2014-15
Wisconsin,Duje Dukan made Three Point Jumper. Assisted by Frank Kaminsky.,#A00002,16407,made,Duje Dukan,Frank Kaminsky,TRUE,28.000000000000004,63.919999999999995,2,2014-15
Wisconsin,Bronson Koenig made Three Point Jumper. Assisted by Duje Dukan.,#A00002,16407,made,Bronson Koenig,Duje Dukan,TRUE,3,85.85333333333332,2,2014-15
Wisconsin,Traevon Jackson made Layup.,#A00002,16407,made,Traevon Jackson,NA,FALSE,24,85.85333333333332,2,2014-15
Wisconsin,Sam Dekker missed Jumper.,#A00002,16407,missed,Sam Dekker,NA,FALSE,28.000000000000004,74.36444444444444,2,2014-15
Wisconsin,Frank Kaminsky missed Three Point Jumper.,#A00002,16407,missed,Frank Kaminsky,NA,TRUE,3,86.89777777777778,2,2014-15
Wisconsin,Traevon Jackson missed Three Point Jumper.,#A00002,16407,missed,Traevon Jackson,NA,TRUE,31,66.00888888888889,2,2014-15
Wisconsin,Traevon Jackson made Layup.,#A00002,16407,made,Traevon Jackson,NA,FALSE,23,86.89777777777778,2,2014-15
Wisconsin,Sam Dekker made Dunk. Assisted by Traevon Jackson.,#A00002,16407,made,Sam Dekker,Traevon Jackson,FALSE,24,86.89777777777778,2,2014-15
Wisconsin,Duje Dukan missed Three Point Jumper.,#A00002,16407,missed,Duje Dukan,NA,TRUE,47,86.89777777777778,2,2014-15
Wisconsin,Vitto Brown made Jumper. Assisted by Josh Gasser.,#A00002,16407,made,Vitto Brown,Josh Gasser,FALSE,34,72.27555555555554,2,2014-15
Wisconsin,Traevon Jackson missed Three Point Jumper.,#A00002,16407,missed,Traevon Jackson,NA,TRUE,37,64.96444444444444,2,2014-15
Wisconsin,Duje Dukan made Layup.,#A00002,16407,made,Duje Dukan,NA,FALSE,27,86.89777777777778,2,2014-15
Wisconsin,Vitto Brown made Layup. Assisted by Josh Gasser.,#A00002,16407,made,Vitto Brown,Josh Gasser,FALSE,24,87.94222222222221,2,2014-15
Wisconsin,Josh Gasser missed Three Point Jumper.,#A00002,16407,missed,Josh Gasser,NA,TRUE,36,67.05333333333333,2,2014-15
Wisconsin,Traevon Jackson made Layup.,#A00002,16407,made,Traevon Jackson,NA,FALSE,23,87.94222222222221,2,2014-15
Wisconsin,Frank Kaminsky made Jumper.,#A00002,16407,made,Frank Kaminsky,NA,FALSE,23,81.67555555555555,2,2014-15
Wisconsin,Josh Gasser made Layup.,#A00002,16407,made,Josh Gasser,NA,FALSE,24,84.80888888888889,2,2014-15
Wisconsin,Bronson Koenig missed Jumper.,#A00002,16407,missed,Bronson Koenig,NA,FALSE,32,68.09777777777778,2,2014-15
Wisconsin,Frank Kaminsky made Jumper.,#A00002,16407,made,Frank Kaminsky,NA,FALSE,30,82.72,2,2014-15
