shooterID,gameID,distance_ten_seconds,distance_game,velocity,distance_closest_def,angle_closest_def,distance_second_def,angle_second_def,shot_dist,shot_angle,angle_closest_teammate,distance_closest_teammate,offense_hull,defense_hull,shot_clock,catch_shoot,result,value,cluster
842298,20141114,68.57026387,77.00591454,4.527155474,1.906117055,0.954870185,2.965314512,0.545021094,1.604084758,1.025728204,1.023759167,5.007529707,123.1932741,97.290531,35,0,0,2,6
842298,20141114,69.57506914,78.01071981,8.302768879,0.868746191,0.837767984,4.175067411,0.327638378,2.530940873,0.833213558,0.718593268,5.420064932,120.3576923,84.02872862,35,0,0,2,6
842298,20141114,97.52469548,391.9969183,14.96301545,3.393339614,0.832759845,6.294370544,2.624542992,5.914318297,0.375962816,0.275208556,9.256453346,253.2573408,63.02847117,27.3,0,0,2,3
842298,20141114,68.67545601,1206.594225,1.435732369,6.717392031,0.098561321,14.56129561,0.001673361,21.68670267,0.64923636,0.306327402,10.22452699,345.1166021,146.9128886,27.23,1,1,3,5
842298,20141114,12.20724275,2112.680736,2.53877433,0.727013104,0.702591864,4.127411505,1.319851422,3.198115125,0.464535572,1.356292125,9.154662546,305.652792,111.5603295,34.82,0,1,2,6
842298,20141114,24.79053665,2286.964906,2.454720364,5.357045092,0.210018879,11.23131878,0.638201311,20.37907132,-1.464237137,0.337039518,17.14542462,376.232441,143.1339817,21.18,1,1,2,5
842298,20141114,105.2047698,4028.451077,12.83005517,0.52149832,2.204147932,2.034175306,0.078525861,7.779824108,-1.110463238,0.958966129,9.471724692,200.8042588,62.21302858,27.01,0,0,2,4
842298,20141114,18.64683539,4120.99446,1.269150509,6.113893214,0.111782264,11.57965179,1.008393902,21.37314423,0.077831741,0.155065882,14.08329334,431.821401,145.6637826,16.82,1,0,3,5
842298,20141114,133.5062083,4633.365743,7.611097215,3.386266069,2.017597658,7.837511338,1.271341462,2.333055837,0.47805521,0.482002151,4.920278325,251.7046343,205.864784,35,0,1,2,4
842298,20141114,90.71179016,5037.105633,13.67276682,3.491748896,0.630183187,4.405583705,2.790039991,3.692504767,-0.00677594,1.119258397,6.479662623,332.4040794,136.4036334,29.04,0,1,2,3
842298,20141114,32.6239391,6758.153538,14.28286795,1.009663649,1.093538115,3.742847553,1.430949864,3.721353666,-1.417352666,1.311009941,6.293431981,365.609814,142.9617533,19.58,0,1,2,6
842298,20141114,109.0314051,6972.867038,10.08490053,7.983096204,0.259493773,13.9245941,0.337641866,21.79459311,-0.548217619,0.669232447,11.43144228,391.9192895,241.312654,29.58,1,0,3,5
842298,20141115,63.24778995,899.3706649,12.29070166,2.025454254,1.416643485,4.100616453,2.507651716,4.376724892,0.954612189,1.179315814,6.957518067,373.3431749,176.2879976,11.52,0,1,2,3
842298,20141115,21.37770688,1120.423224,2.253361735,6.644144569,0.563808046,13.41813401,0.201910229,23.45149779,0.760796269,1.231303142,20.8962785,559.2247472,175.4339997,14.44,1,1,3,2
842298,20141115,77.71495008,2119.593752,7.900593486,1.815384954,0.08455278,10.16610446,0.951431983,7.175954515,-1.277243138,0.368971891,4.487225578,429.302431,192.4627778,17.68,0,0,2,6
842298,20141115,45.904961,2125.031617,0.87843887,1.574286994,1.463065348,4.396113146,0.061910074,3.595691204,1.335974047,0.367820208,6.755019721,429.2478685,54.66794532,1.68,0,1,2,6
842298,20141115,48.16145121,3252.188495,1.670440107,4.793885612,1.382408352,18.03661626,0.773134051,22.59946743,0.174838632,1.128809321,18.55939886,367.1046251,159.5897339,24.64,1,0,3,5
842298,20141115,67.05784447,3935.277404,2.821924232,6.056864901,0.011823788,8.952545767,1.885715983,15.80701985,0.250976949,2.113603995,16.07112699,543.6618462,211.7425416,13.68,1,0,2,2
842298,20141115,40.73430711,4406.220533,9.000688636,2.139164801,2.211932829,2.587764566,0.38461627,2.900930077,0.188470962,2.703991646,6.955845844,427.0942666,108.48105,6.48,1,1,2,4
842298,20141115,39.82751943,4804.915863,12.58811773,2.715867808,0.952204788,3.609440045,2.997014249,4.211802415,1.444055346,0.690163802,4.913386996,208.6804543,77.45965575,20.32,1,1,2,3
842298,20141115,81.86876343,5527.255797,14.57724339,3.969183098,0.31291875,5.286596917,1.381436039,7.661822386,1.384627133,0.720172107,9.154757701,477.8081154,95.11616002,14.62,0,1,2,6
842298,20141115,55.5757186,6042.853446,10.90052401,2.341851566,1.045503652,2.742274326,0.210962585,5.139066454,-1.345690212,0.45024644,3.370589612,151.0963346,48.12204227,0.12,1,0,2,6
842298,20141118,95.61327328,2511.279328,11.83432059,3.20564677,1.591012787,12.49340248,2.069222934,3.44008401,1.252102264,0.258275132,7.58535075,375.3469714,276.6188055,32.47,1,1,2,3
842298,20141118,91.51586501,2980.457897,6.749881679,3.177106302,1.08120765,4.458200102,1.095955218,7.139560322,-1.215315639,0.28107757,8.174805025,252.50004,132.8343902,27.38,0,0,2,6
842298,20141118,21.10681043,4014.5093660000002,4.26001261,5.695505397,0.146706773,9.031224133,0.720345209,19.00995392,-1.205223533,1.223371633,21.50222225,574.8131216,152.7053256,10,0,0,2,2
842298,20141118,115.1251245,4199.218125,3.475154659,1.832214108,0.975653337,3.450687778,0.298006352,2.896883296,-0.402268722,0.027855051,11.48189854,527.9207421,106.154327,27.78,0,0,2,6
842298,20141118,71.72856352,5868.942779,2.472164245,4.27076717,0.329284452,14.02712272,0.025226595,22.45941341,0.452174814,0.083675,12.69106211,610.2634452,265.8896734,25.02,1,1,3,2
842298,20141118,103.597981,6375.282659,16.07488179,2.684046937,1.436155417,3.217376627,0.657901989,8.807930799,-0.691600413,0.619879666,6.528533754,301.5635705,48.69895189,31.08,0,0,2,6
842298,20141118,44.63574769,7643.527164,4.199284951,4.21611741,0.286028144,12.56077383,0.763996664,23.57632723,-1.177923691,0.061265572,15.15728327,401.7440525,172.6981179,15.75,1,0,3,5
842298,20141118,48.2336132,7867.663002,14.1576122,2.121164054,0.704891786,5.173070788,1.947768905,5.462481257,0.714796887,2.218881141,9.637487871,354.3616877,113.7228267,20.06,0,0,2,3
842298,20141118,101.09988800000001,8704.264538,19.39768037,2.843023918,2.717739154,3.903210392,0.205869074,4.92526227,-0.796672745,2.073575034,2.805385391,329.5074883,132.2656221,32.06,0,1,2,4
842298,20141118,42.04607303,8971.145292,3.23568144,3.33887399,0.978204943,5.356417395,0.272732134,3.685567354,-0.213804193,0.826342051,4.546723353,376.2162229,90.61607372,33.95,1,0,2,6
842298,20141118,51.4520184,9601.165867,11.46611165,2.65525011,0.462352404,3.982387899,1.045706134,6.002558709,1.40773052,0.905526975,8.692072355,422.7056976,57.067385,7.11,0,1,2,6
842298,20141121,111.4071265,729.1150148,1.759139154,3.223997925,1.796346699,4.00407588,1.231243636,2.058042111,-0.13621005,1.908515219,5.176972404,179.3347236,78.44721532,29.73,0,0,2,4
842298,20141121,104.2549464,2713.042718,4.664348821,4.918814581,0.272719673,11.57514582,0.189426397,23.88214488,-0.772106957,0,0,160.9505552,166.3256775,20.71,1,1,3,5
842298,20141121,82.61724138,3603.326036,14.98425115,3.099343201,1.913124644,5.525783606,1.83453068,4.131649086,-0.406317784,1.824674129,13.19398392,1092.60665,109.0275531,32,0,1,2,1
842298,20141121,30.44854262,5702.337324,1.406918799,5.785025759,0.398502626,11.10807101,0.00608154,21.5137868,1.128582484,0.186481873,9.212794825,385.8158153,217.596603,18.08,1,0,3,5
842298,20141121,96.06034298,6801.052936,2.63047547,0.543022099,1.259417558,3.486597906,1.196293009,4.424562147,-0.059888042,1.126200678,9.98928476,306.0403135,64.36449257,26.67,0,1,2,6
842298,20141121,71.88343539,6949.081112,4.438529235,7.228454533,0.164450926,11.33565422,0.631245241,21.08413522,0.783231647,0.261658053,15.99054308,358.4794629,171.65633,31.27,1,0,3,5
842298,20141121,82.11070609,7857.380563,1.226714013,5.611128957,0.098980376,14.36849271,0.538260532,21.42707272,1.205236127,0.574820149,19.24148457,381.5803903,67.7435342,28.13,1,0,3,5
842298,20141121,57.51999146,8086.71801,1.374126328,6.246708679,0.162239068,10.889189440000001,0.078918605,21.28566638,-0.665801155,0.365876636,6.726122216,379.2896871,119.6307544,24.22,1,1,3,5
842298,20141122,27.66484484,218.5108206,0.528496891,8.998051891,0.096334716,14.67176058,0.895668684,27.10839937,1.026959994,1.132625799,16.38307814,496.5076353,164.2049068,16.78,1,0,3,2
842298,20141122,30.39339186,523.6600452,1.980171636,2.009777655,0.549962752,13.85401987,1.088529559,20.49077664,-0.056335126,1.36765966,15.89199442,421.3871916,304.2409389,1.61,0,0,2,5
842298,20141122,91.995032320000007,701.65496,12.75144583,1.71218903,0.020263558,3.03123277,1.373396984,6.910320284,1.271403582,2.888804257,9.405101929,223.8731626,62.92805353,28.09,0,1,2,6
842298,20141122,66.9664905,1708.893363,3.151170737,8.27797051,0.897639223,12.68327182,0.057264182,22.68199641,-0.974312811,1.296896222,15.61357682,693.3419076,135.62829,30,1,0,3,2
842298,20141122,53.94044002,2119.819679,2.151459184,5.723894055,0.101373526,12.15859039,0.114602781,20.97051728,1.553917067,0.24644323,4.968381987,331.1253624,136.887346,22,1,1,3,5
842298,20141122,71.96064629,2472.746479,5.795126567,6.018185683,0.008958906,6.049759258,0.747581799,16.85413923,1.505071977,0.625701904,3.711581601,344.8001357,162.985379,26.44,0,0,2,5
842298,20141122,37.35983868,3451.086114,2.327392432,1.445717204,2.999976675,2.712834982,1.342895254,0.476888465,-0.928691771,1.393122904,2.472700392,244.963673,36.76234892,35,1,1,2,4
842298,20141122,33.59811054,5345.766366,2.116007488,11.22591563,0.897330928,11.75411856,0.035041931,21.33981786,-0.022885042,1.287165856,20.94443418,546.5686043,113.008314,19.54,1,0,3,2
842298,20141122,82.75956941,6536.093611,4.69658225,6.770252476,0.005862615,11.07693051,0.828315048,21.4700059,0.493389919,1.639548948,16.12634979,701.9424279,171.7045815,31.04,1,1,3,2
842298,20141122,32.7405449,7029.645183,3.843192827,4.562982305,0.39338686,13.41610259,0.802257735,22.24197544,-1.146844215,0.134833122,14.88566304,430.6324501,180.8887471,15.66,1,0,3,5
842298,20141126,73.25985811,832.5139718,2.877303644,4.737559847,0.170322662,13.9288017,0.013490841,25.90739396,0.808240277,0.120902041,13.33767075,375.6031278,107.1425014,21.62,0,1,3,5
842298,20141126,86.36441024,1671.366568,3.984544131,10.26243855,0.276245956,14.83159509,1.338674065,22.2904619,0.799407865,1.634754577,14.95357217,436.454619,199.0820015,29.92,1,0,3,5
