time,time_diff,team,play,home_score,away_score,fgm,fga,three_fgm,three_fga,ftm,fta,PPS,asts,o_reb,d_reb,stl,blk,to,foul,game_number
627,27,Duke,Zion Williamson Turnover.,22,13,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
627,0,Opponent,Kihei Clark Steal.,22,13,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
616,11,Opponent,Kihei Clark missed Jumper.,22,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
616,0,Duke,Tre Jones Defensive Rebound.,22,13,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
611,5,Opponent,Foul on De'Andre Hunter.,22,13,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
611,0,Official,Official TV Timeout,22,13,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
611,0,Duke,Zion Williamson made Free Throw.,23,13,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
611,0,Duke,Zion Williamson made Free Throw.,24,13,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
591,20,Opponent,Jay Huff made Dunk. Assisted by Kyle Guy.,24,15,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
566,25,Duke,Foul on RJ Barrett.,24,15,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
566,0,Duke,RJ Barrett Turnover.,24,15,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
549,17,Opponent,Braxton Key missed Three Point Jumper.,24,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
549,0,Opponent,Braxton Key Offensive Rebound.,24,15,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
526,23,Opponent,De'Andre Hunter Turnover.,24,15,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
526,0,Duke,Zion Williamson Steal.,24,15,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
523,3,Duke,Zion Williamson made Layup.,26,15,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
505,18,Opponent,Jay Huff missed Jumper.,26,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
505,0,Duke,Tre Jones Defensive Rebound.,26,15,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
490,15,Duke,RJ Barrett made Three Point Jumper. Assisted by Zion Williamson.,29,15,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
463,27,Opponent,Braxton Key missed Jumper.,29,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
463,0,Opponent,Braxton Key Offensive Rebound.,29,15,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
463,0,Opponent,Braxton Key made Two Point Tip Shot.,29,17,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
444,19,Duke,Marques Bolden Turnover.,29,17,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
444,0,Official,Official TV Timeout,29,17,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
428,16,Opponent,Mamadi Diakite missed Layup.,29,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
428,0,Opponent,Virginia Offensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
409,19,Opponent,Kyle Guy missed Three Point Jumper.,29,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
409,0,Duke,RJ Barrett Defensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
393,16,Duke,RJ Barrett missed Three Point Jumper.,29,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
393,0,Opponent,Mamadi Diakite Defensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
386,7,Opponent,Jay Huff missed Layup.,29,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
386,0,Duke,Marques Bolden Defensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
370,16,Duke,Marques Bolden missed Jumper.,29,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
370,0,Opponent,Braxton Key Defensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
349,21,Opponent,Kyle Guy missed Jumper.,29,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
349,0,Opponent,Jay Huff Offensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
349,0,Opponent,Jay Huff missed Dunk.,29,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
349,0,Duke,Tre Jones Defensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
338,11,Duke,Zion Williamson missed Layup.,29,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
338,0,Duke,Marques Bolden Offensive Rebound.,29,17,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
337,1,Opponent,Foul on Jay Huff.,29,17,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
337,0,Duke,Marques Bolden made Free Throw.,30,17,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
337,0,Duke,Marques Bolden made Free Throw.,31,17,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
309,28,Opponent,De'Andre Hunter made Jumper. Assisted by Ty Jerome.,31,19,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
296,13,Duke,RJ Barrett missed Jumper.,31,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
296,0,Opponent,Mamadi Diakite Defensive Rebound.,31,19,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
267,29,Opponent,Ty Jerome made Three Point Jumper. Assisted by Kihei Clark.,31,22,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
259,8,Opponent,Foul on De'Andre Hunter.,31,22,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
259,0,Duke,Jack White made Layup. Assisted by Tre Jones.,33,22,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
228,31,Opponent,Kyle Guy Turnover.,33,22,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
228,0,Duke,Javin DeLaurier Steal.,33,22,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
221,7,Duke,RJ Barrett Turnover.,33,22,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
221,0,Opponent,Jack Salt Steal.,33,22,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
221,0,Opponent,Jump Ball won by Virginia,33,22,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
221,0,Official,Official TV Timeout,33,22,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
206,15,Opponent,Ty Jerome missed Three Point Jumper.,33,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
206,0,Opponent,Braxton Key Offensive Rebound.,33,22,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
183,23,Opponent,Ty Jerome made Layup.,33,24,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
170,13,Duke,Cam Reddish made Three Point Jumper. Assisted by Zion Williamson.,36,24,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
153,17,Opponent,Kyle Guy made Three Point Jumper. Assisted by Braxton Key.,36,27,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
141,12,Duke,RJ Barrett missed Three Point Jumper.,36,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
141,0,Opponent,Ty Jerome Defensive Rebound.,36,27,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
124,17,Opponent,Kihei Clark made Three Point Jumper. Assisted by Braxton Key.,36,30,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
117,7,Duke,Duke  Timeout,36,30,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
100,17,Duke,Zion Williamson made Layup.,38,30,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
100,0,Opponent,Foul on Braxton Key.,38,30,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
100,0,Duke,Zion Williamson made Free Throw.,39,30,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
83,17,Opponent,Kyle Guy made Three Point Jumper.,39,33,1,1,1,1,0,0,3,0,0,0,0,0,0,0,23
60,23,Duke,RJ Barrett Turnover.,39,33,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
36,24,Opponent,Kyle Guy made Layup.,39,35,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
3,33,Duke,Zion Williamson Turnover.,39,35,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
3,0,Opponent,Ty Jerome Steal.,39,35,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
0,3,Official,End of 1st half,39,35,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
1200,0,Duke,Jump Ball won by Duke,39,35,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
1185,15,Duke,Cam Reddish missed Jumper.,39,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
1185,0,Opponent,De'Andre Hunter Defensive Rebound.,39,35,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
1157,28,Opponent,Kihei Clark missed Jumper.,39,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
1157,0,Duke,RJ Barrett Defensive Rebound.,39,35,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
1143,14,Duke,Tre Jones made Layup.,41,35,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
1121,22,Opponent,Kyle Guy made Jumper. Assisted by Ty Jerome.,41,37,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
1107,14,Duke,Cam Reddish made Three Point Jumper. Assisted by Zion Williamson.,44,37,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
1085,22,Duke,Foul on RJ Barrett.,44,37,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
1085,0,Opponent,Ty Jerome made Free Throw.,44,38,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
1085,0,Opponent,Ty Jerome made Free Throw.,44,39,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
1062,23,Duke,Marques Bolden Turnover.,44,39,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
1040,22,Opponent,Kyle Guy Turnover.,44,39,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
1040,0,Duke,RJ Barrett Steal.,44,39,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
1033,7,Duke,Cam Reddish made Three Point Jumper. Assisted by RJ Barrett.,47,39,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
1008,25,Duke,Foul on Marques Bolden.,47,39,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
1008,0,Opponent,De'Andre Hunter made Free Throw.,47,40,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
1008,0,Opponent,De'Andre Hunter made Free Throw.,47,41,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
988,20,Duke,Cam Reddish missed Three Point Jumper.,47,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
988,0,Duke,RJ Barrett Offensive Rebound.,47,41,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
983,5,Duke,RJ Barrett made Layup.,49,41,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
963,20,Opponent,Kyle Guy missed Jumper.,49,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
963,0,Duke,Zion Williamson Defensive Rebound.,49,41,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
950,13,Duke,Tre Jones missed Jumper.,49,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
950,0,Duke,RJ Barrett Offensive Rebound.,49,41,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
945,5,Duke,Cam Reddish made Three Point Jumper. Assisted by RJ Barrett.,52,41,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
944,1,Opponent,Virginia  Timeout,52,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
944,0,Official,Official TV Timeout,52,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
924,20,Opponent,Kyle Guy Turnover.,52,41,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
924,0,Duke,Zion Williamson Steal.,52,41,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
913,11,Duke,RJ Barrett Turnover.,52,41,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
913,0,Opponent,Ty Jerome Steal.,52,41,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
913,0,Opponent,Jump Ball won by Virginia,52,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
913,0,Official,Official TV Timeout,52,41,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
887,26,Opponent,Kyle Guy missed Three Point Jumper.,52,41,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
887,0,Opponent,Braxton Key Offensive Rebound.,52,41,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
874,13,Opponent,Kyle Guy made Layup.,52,43,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
874,0,Duke,Foul on Cam Reddish.,52,43,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
874,0,Opponent,Kyle Guy made Free Throw.,52,44,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
855,19,Duke,RJ Barrett Turnover.,52,44,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
855,0,Opponent,Braxton Key Steal.,52,44,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
842,13,Duke,Foul on Cam Reddish.,52,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
830,12,Opponent,Ty Jerome missed Three Point Jumper.,52,44,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
830,0,Opponent,De'Andre Hunter Offensive Rebound.,52,44,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
825,5,Opponent,De'Andre Hunter Turnover.,52,44,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
825,0,Duke,Cam Reddish Steal.,52,44,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
822,3,Duke,RJ Barrett made Dunk. Assisted by Tre Jones.,54,44,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
802,20,Opponent,Braxton Key missed Layup.,54,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
802,0,Duke,Cam Reddish Block.,54,44,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,23
802,0,Duke,Tre Jones Defensive Rebound.,54,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
798,4,Opponent,Foul on Braxton Key.,54,44,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
791,7,Duke,Tre Jones missed Jumper.,54,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
791,0,Opponent,Jay Huff Block.,54,44,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,23
791,0,Opponent,Kihei Clark Defensive Rebound.,54,44,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
779,12,Opponent,Jay Huff made Three Point Jumper. Assisted by Kyle Guy.,54,47,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
756,23,Duke,Zion Williamson missed Layup.,54,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
756,0,Opponent,Braxton Key Block.,54,47,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,23
756,0,Opponent,Virginia Defensive Rebound.,54,47,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
754,2,Duke,Duke  Timeout,54,47,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
740,14,Opponent,Braxton Key made Layup. Assisted by Jay Huff.,54,49,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
716,24,Duke,Tre Jones made Three Point Jumper. Assisted by RJ Barrett.,57,49,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
693,23,Opponent,Kyle Guy missed Three Point Jumper.,57,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
693,0,Opponent,Ty Jerome Offensive Rebound.,57,49,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
687,6,Opponent,Ty Jerome Turnover.,57,49,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
687,0,Duke,Tre Jones Steal.,57,49,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
681,6,Opponent,Foul on Kyle Guy.,57,49,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
681,0,Official,Official TV Timeout,57,49,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
681,0,Duke,Tre Jones made Free Throw.,58,49,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
681,0,Duke,Tre Jones made Free Throw.,59,49,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
670,11,Opponent,Jay Huff Turnover.,59,49,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
670,0,Duke,Tre Jones Steal.,59,49,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
659,11,Duke,Zion Williamson Turnover.,59,49,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
635,24,Opponent,De'Andre Hunter missed Three Point Jumper.,59,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
635,0,Duke,Cam Reddish Defensive Rebound.,59,49,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
612,23,Duke,RJ Barrett missed Three Point Jumper.,59,49,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
612,0,Opponent,Braxton Key Defensive Rebound.,59,49,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
600,12,Opponent,Ty Jerome made Three Point Jumper.,59,52,1,1,1,1,0,0,3,0,0,0,0,0,0,0,23
568,32,Duke,Tre Jones made Jumper.,61,52,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
552,16,Opponent,Kihei Clark missed Three Point Jumper.,61,52,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
552,0,Duke,RJ Barrett Defensive Rebound.,61,52,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
533,19,Duke,Zion Williamson Turnover.,61,52,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
533,0,Opponent,Braxton Key Steal.,61,52,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
510,23,Opponent,Ty Jerome made Layup.,61,54,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
491,19,Opponent,Foul on Jay Huff.,61,54,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
491,0,Duke,Marques Bolden made Free Throw.,62,54,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
491,0,Duke,Marques Bolden missed Free Throw.,62,54,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
491,0,Duke,Duke Offensive Rebound.,62,54,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
486,5,Opponent,Foul on De'Andre Hunter.,62,54,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
486,0,Duke,RJ Barrett made Free Throw.,63,54,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
486,0,Duke,RJ Barrett missed Free Throw.,63,54,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
486,0,Opponent,De'Andre Hunter Defensive Rebound.,63,54,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
465,21,Opponent,Braxton Key missed Layup.,63,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
465,0,Opponent,Jack Salt Offensive Rebound.,63,54,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
461,4,Opponent,Jack Salt made Dunk.,63,56,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
443,18,Duke,RJ Barrett made Three Point Jumper. Assisted by Tre Jones.,66,56,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
425,18,Opponent,Jack Salt made Dunk. Assisted by Kyle Guy.,66,58,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
395,30,Duke,Cam Reddish missed Three Point Jumper.,66,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
395,0,Opponent,Braxton Key Defensive Rebound.,66,58,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
371,24,Opponent,Kyle Guy missed Three Point Jumper.,66,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
371,0,Opponent,Braxton Key Offensive Rebound.,66,58,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
371,0,Opponent,Braxton Key Turnover.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
371,0,Duke,Javin DeLaurier Steal.,66,58,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
348,23,Duke,Tre Jones missed Three Point Jumper.,66,58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
348,0,Opponent,Virginia Deadball Team Rebound.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
344,4,Duke,Foul on Jack White.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
344,0,Official,Official TV Timeout,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
344,0,Opponent,Technical Foul on Ty Jerome.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
344,0,Opponent,Foul on Ty Jerome.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
344,0,Duke,Technical Foul on Javin DeLaurier.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
344,0,Duke,Foul on Javin DeLaurier.,66,58,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
328,16,Opponent,De'Andre Hunter made Three Point Jumper. Assisted by Ty Jerome.,66,61,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
307,21,Duke,Marques Bolden made Layup. Assisted by Zion Williamson.,68,61,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
277,30,Opponent,De'Andre Hunter missed Three Point Jumper.,68,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
277,0,Duke,Zion Williamson Block.,68,61,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,23
277,0,Opponent,Virginia Offensive Rebound.,68,61,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
272,5,Opponent,Ty Jerome missed Three Point Jumper.,68,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
272,0,Opponent,Virginia Offensive Rebound.,68,61,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
271,1,Opponent,Virginia  Turnover.,68,61,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
249,22,Duke,RJ Barrett missed Jumper.,68,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
249,0,Opponent,Braxton Key Block.,68,61,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,23
249,0,Duke,Zion Williamson Offensive Rebound.,68,61,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
245,4,Duke,Zion Williamson made Layup.,70,61,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
225,20,Opponent,De'Andre Hunter missed Jumper.,70,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
225,0,Opponent,Braxton Key Offensive Rebound.,70,61,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
217,8,Duke,Foul on Cam Reddish.,70,61,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
217,0,Official,Official TV Timeout,70,61,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
217,0,Opponent,Jack Salt missed Free Throw.,70,61,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
217,0,Opponent,Virginia Deadball Team Rebound.,70,61,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
217,0,Opponent,Jack Salt missed Free Throw.,70,61,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
217,0,Duke,Duke Deadball Team Rebound.,70,61,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
195,22,Duke,Tre Jones made Jumper.,72,61,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
176,19,Opponent,Ty Jerome made Jumper.,72,63,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23
156,20,Opponent,Foul on Jack Salt.,72,63,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
156,0,Duke,Zion Williamson missed Free Throw.,72,63,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
156,0,Duke,Duke Deadball Team Rebound.,72,63,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
156,0,Duke,Zion Williamson made Free Throw.,73,63,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
148,8,Opponent,Jay Huff made Three Point Jumper. Assisted by Ty Jerome.,73,66,1,1,1,1,0,0,3,1,0,0,0,0,0,0,23
116,32,Duke,RJ Barrett missed Three Point Jumper.,73,66,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23
116,0,Duke,Zion Williamson Offensive Rebound.,73,66,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
102,14,Duke,Zion Williamson made Dunk. Assisted by Cam Reddish.,75,66,1,1,0,0,0,0,2,1,0,0,0,0,0,0,23
88,14,Opponent,Ty Jerome Turnover.,75,66,0,0,0,0,0,0,NaN,0,0,0,0,0,1,0,23
88,0,Duke,Marques Bolden Steal.,75,66,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,23
84,4,Opponent,Foul on Braxton Key.,75,66,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
84,0,Duke,Marques Bolden missed Free Throw.,75,66,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
84,0,Opponent,Braxton Key Defensive Rebound.,75,66,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
78,6,Opponent,Braxton Key missed Layup.,75,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
78,0,Duke,Cam Reddish Block.,75,66,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,23
78,0,Duke,RJ Barrett Defensive Rebound.,75,66,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
75,3,Opponent,Foul on Ty Jerome.,75,66,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
75,0,Duke,RJ Barrett made Free Throw.,76,66,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
75,0,Duke,RJ Barrett missed Free Throw.,76,66,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
75,0,Opponent,Jay Huff Defensive Rebound.,76,66,0,0,0,0,0,0,NaN,0,0,1,0,0,0,0,23
63,12,Opponent,Kyle Guy made Three Point Jumper.,76,69,1,1,1,1,0,0,3,0,0,0,0,0,0,0,23
63,0,Opponent,Virginia  Timeout,76,69,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,23
59,4,Opponent,Foul on Kyle Guy.,76,69,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
59,0,Duke,RJ Barrett missed Free Throw.,76,69,0,0,0,0,0,1,NaN,0,0,0,0,0,0,0,23
59,0,Duke,Tre Jones Offensive Rebound.,76,69,0,0,0,0,0,0,NaN,0,1,0,0,0,0,0,23
54,5,Opponent,Foul on Kihei Clark.,76,69,0,0,0,0,0,0,NaN,0,0,0,0,0,0,1,23
54,0,Duke,Tre Jones made Free Throw.,77,69,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
54,0,Duke,Tre Jones made Free Throw.,78,69,0,0,0,0,1,1,1,0,0,0,0,0,0,0,23
