shooterID,gameID,distance_ten_seconds,distance_game,velocity,distance_closest_def,angle_closest_def,distance_second_def,angle_second_def,shot_dist,shot_angle,angle_closest_teammate,distance_closest_teammate,offense_hull,defense_hull,shot_clock,catch_shoot,result,value,cluster
842298,20141114,0.29285696359410257,-1.4485771453559284,-0.4448174351617928,-0.7418022521993901,0.09354967964546543,-1.0991689765916401,-0.5301606375192109,-1.103551984429531,1.3334041096986302,0.06127718703955801,-1.2495566876914883,-1.7224962415010425,-0.5644863756984149,1.5179231471266972,0,0,2,6
842298,20141114,0.32665897880426903,-1.4482867486756668,0.3113175818201019,-1.1368833780029017,-0.05010127268397513,-0.8668262911590353,-0.7816165748389714,-0.9977077729262868,1.093013172362169,-0.3381561085913386,-1.1720923876690852,-1.738529527893306,-0.693815943624139,1.5179231471266972,0,0,2,6
842298,20141114,1.2668945875040099,-1.3575422507995463,1.6451526739928108,-0.17539578820398385,-0.056244828745301484,-0.45979723458559585,1.8753117830137878,-0.6113361345828782,0.5220491613062389,-0.9185047560872242,-0.45170992068201027,-0.9870724104045253,-0.898611200295538,0.7087366568002627,0,0,2,3
842298,20141114,0.2963956654923022,-1.1221171782223964,-1.063930943685157,1.0905645512588025,-0.9568967060867837,1.1279316079675272,-1.1586743298961246,1.189823247622063,0.8632828531647624,-0.8777731302576607,-0.2699287232034262,-0.4676707679604018,-0.08056738158475239,0.7013804159791133,1,1,3,5
842298,20141114,-1.6032155930209617,-0.8602510010832773,-0.8430267984652158,-1.1908622099894215,-0.21592376111182915,-0.8759789877022023,0.36611892865852275,-0.9215184577830117,0.632648995031688,0.49653137420491555,-0.47082381106729904,-0.6908117718500446,-0.42532679380211563,1.4990070993008844,0,1,2,6
842298,20141114,-1.1799090036737556,-0.8098814957659596,-0.8598601286267834,0.5724784753966593,-0.8201701184198803,0.4883830193672422,-0.42237507279476577,1.0404956368551295,-1.7757884358819878,-0.8375738755248167,1.0296511864507372,-0.2917318631405049,-0.11741941591649448,0.06559103072262883,1,1,2,5
842298,20141114,1.5252550845382766,-0.30657820120845747,1.217988718222422,-1.2691322048868159,1.6260566397881522,-1.2780016818593491,-1.0697757376875936,-0.3983009197048768,-1.3340348293237385,-0.02353077081905545,-0.41128708374058165,-1.2836589119340809,-0.9065634254012278,0.6782608019697867,0,0,2,4
842298,20141114,-1.3865853514572826,-0.27983243065395985,-1.0972919804303838,0.8607229388560008,-0.9406783853684288,0.5552831499931927,0.0058426193548517255,1.1540158064185413,0.14977614178554832,-1.0757601518538673,0.45465578773804355,0.022585895538887745,-0.0927487076703422,-0.39259768328039124,1,0,3,5
842298,20141114,2.477325782422454,-0.13175307230770605,0.17279779462156708,-0.17808973712717413,1.397212738575586,-0.16342474696855058,0.3100053714926253,-1.0203056554505998,0.6495308194476321,-0.6478315011892025,-1.265940421305066,-0.9958519095526822,0.49433359657961107,1.5179231471266972,0,1,2,4
842298,20141114,1.0377059714330912,-0.015069046809760608,1.3867570002027088,-0.13791676187760415,-0.3047485254556253,-0.8225537997864546,2.0667492798530147,-0.8650606311732569,0.04412745393738166,0.1862766456753772,-0.9731251517471834,-0.5395514371117028,-0.18305401162886342,0.8915917857831192,0,1,2,3
842298,20141114,-0.9163904925076493,0.48232742701948034,1.5089408095096426,-1.0832151770883935,0.26365562156582445,-0.9498375594833603,0.4946312749109041,-0.8617661727152773,-1.7172443086460052,0.43726127866752185,-1.0080948354275352,-0.3517955935993444,-0.11909899339158411,-0.10255161661792915,0,1,2,6
842298,20141114,1.653984489604356,0.544381328873848,0.6682217458980068,1.5726060727209306,-0.7594785551631135,1.0056480087509614,-0.7700451100151214,1.2021440149620273,-0.6319648612822998,-0.40276475415653923,-0.04329874723910465,-0.2030334046468905,0.8400224840796254,0.9483399292605573,1,0,3,5
842298,20141115,0.11380700260060968,-1.2109072200492716,1.1099734021143115,-0.6963528603113626,0.6600136208766678,-0.8811251909831638,1.740098616521366,-0.7869247280344228,1.244602317935297,0.264886123595415,-0.8833952687260312,-0.3080686977346464,0.20589972491280742,-0.9495702025959891,0,1,2,3
842298,20141115,-1.2947178400120145,-1.1470212799148685,-0.900185843689861,1.062668366053036,-0.38617186450670676,0.9083783122101977,-0.9270517324081387,1.3913576011405409,1.0025864939572677,0.3329326183778626,1.7339723030305771,0.7429651619586722,0.19757150705434776,-0.6427098711994711,1,1,3,2
842298,20141115,0.6004875379865137,-0.8582530847138748,0.23077466998144788,-0.7763574357442383,-0.9740811845868592,0.28380011993823545,-0.0600476823086773,-0.4672610310829733,-1.5422910702015433,-0.7957774198051522,-1.3472574237965111,0.008342833524764443,0.36363675602060747,-0.30222101033484144,0,0,2,6
842298,20141115,-0.4696120791436771,-0.8566814986654555,-1.1755390677510966,-0.8681792294453289,0.7169599871440004,-0.8243726961184467,-1.0889959331625203,-0.8761164521067517,1.7208047077991542,-0.7972848639125034,-0.9214196401686987,0.008034319699214294,-0.9801433453863886,-1.9836474837404199,0,1,2,6
842298,20141115,-0.39370292671654816,-0.5309242347678094,-1.0169264650954293,0.35800003852654494,0.6180168913824453,1.7953946355228643,-0.2662925689225465,1.294058268297465,0.2709075878345203,0.1987779017532728,1.2951619067808855,-0.343343453559288,0.043057664116633386,0.42919950559658526,1,0,3,5
842298,20141115,0.2419786241891438,-0.33350613056433376,-0.7863208985249139,0.8390037920353176,-1.063298883942999,0.05072650143748562,1.0206788044413326,0.5183809580364028,0.3659806732913568,1.4877809766203456,0.8279236517325156,0.6549675422717904,0.5516536974979106,-0.7225776286862361,1,0,2,2
842298,20141115,-0.6435547590385464,-0.19739983680099468,0.45108866288797256,-0.653046370334126,1.6356064847807037,-1.1716804526220645,-0.7157077965193369,-0.9554561063209552,0.2879301295209329,2.260542566009839,-0.8837092724191131,-0.004142834222997379,-0.4553560368752988,-1.4792195417187464,1,1,2,4
842298,20141115,-0.6740594268253225,-0.08217372909181625,1.1695363607695393,-0.43340990167403226,0.09027999885282142,-0.9754595345918422,2.306165306131994,-0.8057583843643774,1.8557646462505506,-0.37536759039391876,-1.267234448929517,-1.2391243835586494,-0.7578777756139546,-0.024785642222920946,1,1,2,3
842298,20141115,0.7402233318054433,0.12658823217250229,1.5678948268962432,0.04391333242053411,-0.6939413683409079,-0.6533481911477892,0.4373565039228482,-0.4117763653743645,1.781557285282799,-0.33608955768539817,-0.4708059432222719,0.282609486540363,-0.5856909187383357,-0.6237938233736584,0,1,2,6
842298,20141115,-0.1442842716083566,0.2756000358429218,0.8315651308653116,-0.5758534221989722,0.2047310557108814,-1.1420056218416448,-0.9165804828772782,-0.6998675891536578,-1.6277601844672607,-0.6893967230616251,-1.5569350906818786,-1.564723413287392,-1.043979224468473,-2.1475865648974635,1,0,2,6
