game_number,game_id,opponent,result,start,minutes,fg,fga,fg_pct,two_fg,two_fga,two_pct,three_fg,three_fga,three_pct,ft,fta,ft_pct,PPS_two,PPS_three,PPS,o_reb,d_reb,tot_reb,ast,stl,blk,tov,foul,pts,offball_zone_three,frames_three,offball_zone_four,frames_four,offball_zone_five,frames_five,ball_three,frames_three_ball,ball_four,frames_four_ball,ball_five,frames_five_ball,name,position
23,20150207,Notre Dame,W,1,34,3,4,0.75,1,1,1,2,3,0.6666666666666666,4,6,0.6666666666666666,2,2,3,0,5,5,7,1,0,0,1,12,0.8000692364953682,31,0.7860451310660221,40,0.861789540964225,302,1.3156699626507409,7,0.9761756242102106,9,0.9896274415116848,187,Tyus Jones,G
26,20150218,UNC,W,1,43,7,16,0.4375,5,11,0.45454545454545453,2,5,0.4,6,7,0.8571428571428571,0.9090909090909091,1.2,1.375,1,6,7,8,1,0,6,2,22,0.6699846877768858,32,0.6978394128227086,41,0.9598674058096871,396,0.7247943040319477,15,1.1112539637711454,13,1.1130503894825698,244,Tyus Jones,G
27,20150221,Clemson,W,1,39,4,11,0.36363636363636365,3,8,0.375,1,3,0.3333333333333333,2,2,1,0.75,1,1,0,2,2,9,4,0,3,2,11,0.8047637871530796,50,0.8363607214074348,45,0.9057053200916293,327,0.8824339485706193,11,1.0363439576375033,27,1.0138109535289042,249,Tyus Jones,G
30,20150304,Wake Forest,W,1,32,3,8,0.375,1,6,0.16666666666666666,2,2,1,2,3,0.6666666666666666,0.3333333333333333,3,1.25,0,4,4,5,3,0,1,0,10,0.8114345050835436,15,0.9205840311208232,24,1.0608692443691583,316,1.1185011712868296,3,0.920687099633154,5,1.1581188027075142,256,Tyus Jones,G
32,20150312,NC State,W,1,37,3,9,0.3333333333333333,3,7,0.42857142857142855,0,2,0,1,1,1,0.8571428571428571,0,0.7777777777777778,0,0,0,8,1,0,1,0,7,0.6445227444508563,36,0.8406118534628846,45,1.0694458732999934,316,0.8624613888639996,10,0.968734507478784,11,1.1390742302441577,242,Tyus Jones,G
33,20150313,Notre Dame,L,1,40,4,13,0.3076923076923077,3,8,0.375,1,5,0.2,1,1,1,0.75,0.6,0.7692307692307693,0,4,4,5,1,0,4,3,10,0.691978152487823,33,0.7627721715504723,26,0.882073795022746,294,0.9102980533824638,14,0.9040792950569886,15,1.0834101891031782,170,Tyus Jones,G
34,20150320,Robert Morris,W,1,31,4,7,0.5714285714285714,2,2,1,2,5,0.4,0,0,NaN,2,1.2,1.4285714285714286,0,3,3,7,2,0,1,0,10,0.9240612608178606,14,0.9960040321666827,13,0.8376933632900895,287,1.216894023524583,2,1.0920488011972262,2,0.881925670964852,221,Tyus Jones,G
35,20150322,San Diego State,W,1,36,3,9,0.3333333333333333,3,8,0.375,0,1,0,0,0,NaN,0.75,0,0.6666666666666666,0,3,3,6,2,0,2,0,6,0.6161788680257648,23,0.8438338721849915,36,0.935503990088272,339,0.9122578947390936,7,0.9720156980755954,17,1.0939300391242943,223,Tyus Jones,G
1,20141114,Presbyterian,W,1,16,2,4,0.5,2,4,0.5,0,0,NaN,0,0,NaN,1,NaN,1,6,4,10,0,0,0,1,4,4,0.8274473891909822,79,0.9655915259892046,37,1.1899742749353541,46,0.8467360138913085,6,1.3525868984768075,1,1.4758919885988564,5,Amile Jefferson,F
2,20141115,Fairfield,W,1,24,5,8,0.625,5,8,0.625,0,0,NaN,5,6,0.8333333333333334,1.25,NaN,1.875,4,5,9,3,1,0,2,1,15,0.7494880885923209,149,0.8744023941588074,67,0.840356561671812,113,0.5182725394464501,28,0.6046553651381398,14,0.7865066935591873,13,Amile Jefferson,F
3,20141118,Michigan State,W,1,21,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,NaN,2,4,0.5,1.3333333333333333,NaN,2,1,3,4,0,0,1,1,2,6,0.8067904697180394,127,0.885959082984985,66,1.0187817333660165,96,0.8391521661156098,4,0.6777947868930171,4,0.8922019210714697,11,Amile Jefferson,F
4,20141121,Temple,W,1,31,3,5,0.6,3,5,0.6,0,0,NaN,2,5,0.4,1.2,NaN,1.6,4,4,8,1,0,1,0,3,8,0.7217326429059471,228,0.784169022176934,114,0.7540464960461307,78,1.0507011844038838,14,0.7252887844086201,34,1.0860094880061162,29,Amile Jefferson,F
5,20141122,Stanford,W,1,24,3,6,0.5,3,6,0.5,0,0,NaN,3,4,0.75,1,NaN,1.5,4,3,7,2,2,1,0,3,9,0.6525361567435114,234,0.7383516300980159,107,0.7488439348540165,96,0.7490689325904323,20,0.6650840901290553,19,0.6749086080348582,14,Amile Jefferson,F
6,20141126,Furman,W,1,24,8,9,0.8888888888888888,8,9,0.8888888888888888,0,0,NaN,0,0,NaN,1.7777777777777777,NaN,1.7777777777777777,5,7,12,2,1,1,1,3,16,0.6992590886837193,172,0.8575398510132181,59,0.8118217341315583,65,0.9379324637432709,8,0.9139384375427347,6,0.564647172707529,8,Amile Jefferson,F
7,20141130,Army,W,1,20,3,3,1,3,3,1,0,0,NaN,1,3,0.3333333333333333,2,NaN,2.3333333333333335,5,7,12,2,0,1,3,3,7,0.7687654772208914,128,0.8959852074515092,61,0.9791756601329005,45,0.7387900814073768,2,1.27323554820088,1,1.1989123725097761,11,Amile Jefferson,F
9,20141215,Elon,W,1,22,6,7,0.8571428571428571,6,7,0.8571428571428571,0,0,NaN,1,3,0.3333333333333333,1.7142857142857142,NaN,1.8571428571428572,2,3,5,2,1,0,3,1,13,0.6359005566906729,148,0.7141033297350924,76,0.7329159339398796,62,0.34331532860747854,10,0.9615142881709341,10,0.943366812155359,16,Amile Jefferson,F
11,20141229,Toledo,W,1,25,1,2,0.5,1,2,0.5,0,0,NaN,0,1,0,1,NaN,1,3,5,8,2,2,0,1,4,2,0.7335311644904869,182,0.785327985436477,105,0.9401810437401352,59,1.3755309306636472,3,0.7945383663634654,12,0.9155595048542015,11,Amile Jefferson,F
12,20141231,Wofford,W,1,18,3,6,0.5,3,6,0.5,0,0,NaN,4,6,0.6666666666666666,1,NaN,1.6666666666666667,3,2,5,0,0,0,1,3,10,0.6175144751775721,98,0.7036337501113605,76,0.8138740383564699,50,0.7781452012472778,12,0.5423648251135702,17,0.7094918385107163,3,Amile Jefferson,F
13,20150103,Boston College,W,1,17,2,2,1,2,2,1,0,0,NaN,0,1,0,2,NaN,2,2,2,4,1,0,0,1,2,4,0.8287235063883541,140,0.8257917087813234,103,0.8553793085703443,64,1.0388099506732207,11,0.9757751615268013,6,1.0200682681283533,9,Amile Jefferson,F
16,20150113,Miami (FL),L,1,29,7,9,0.7777777777777778,7,9,0.7777777777777778,0,0,NaN,0,3,0,1.5555555555555556,NaN,1.5555555555555556,6,6,12,1,1,0,2,2,14,0.6465714770161306,217,0.7038524685964662,141,0.7940552549441398,97,0.7950445151942676,23,0.6863054189796606,24,0.6509668123661975,8,Amile Jefferson,F
18,20150119,Pitt,W,1,32,2,6,0.3333333333333333,2,6,0.3333333333333333,0,0,NaN,4,4,1,0.6666666666666666,NaN,1.3333333333333333,3,6,9,0,3,1,0,1,8,0.8472628342757377,273,0.8034166757401996,118,0.8914156627520798,140,0.5550570740464119,15,0.6537469967354947,11,0.8073069569513371,11,Amile Jefferson,F
22,20150204,Georgia Tech,W,1,23,3,4,0.75,3,4,0.75,0,0,NaN,0,0,NaN,1.5,NaN,1.5,1,4,5,1,1,0,0,4,6,0.7841164196836887,140,0.8406721941616485,131,0.892825119693504,92,0.9135510117020484,8,0.7432932111739406,39,0.7574438829690426,18,Amile Jefferson,F
23,20150207,Notre Dame,W,1,20,2,3,0.6666666666666666,2,3,0.6666666666666666,0,0,NaN,3,6,0.5,1.3333333333333333,NaN,2.3333333333333335,1,4,5,0,0,0,2,3,7,0.8382302630348047,180,0.7999481991834558,112,0.9284086981444805,43,0.6307960855225729,10,0.7134885220196308,11,NaN,NA,Amile Jefferson,F
26,20150218,UNC,W,1,29,5,7,0.7142857142857143,5,7,0.7142857142857143,0,0,NaN,3,6,0.5,1.4285714285714286,NaN,1.8571428571428572,2,3,5,1,1,6,1,3,13,0.7367472232648193,239,0.8027289745266544,127,0.8661384644250606,96,0.6801200273099975,8,0.9101672832753774,15,1.0262601016523065,23,Amile Jefferson,F
27,20150221,Clemson,W,1,16,1,2,0.5,1,2,0.5,0,0,NaN,0,0,NaN,1,NaN,1,0,0,0,0,0,0,2,1,2,0.8764720422326312,123,0.818936180360665,84,0.8329833677349697,48,0.8472619313555811,8,0.8652029537477068,4,NaN,NA,Amile Jefferson,F
30,20150304,Wake Forest,W,0,20,2,2,1,2,2,1,0,0,NaN,0,0,NaN,2,NaN,2,3,2,5,4,1,1,1,1,4,0.7546705594113535,220,0.8622703403345459,100,0.8134073301569547,57,0.7754463047476089,9,0.7277971917546485,11,0.8408350464923401,8,Amile Jefferson,F
32,20150312,NC State,W,0,20,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,1,3,4,0,1,0,1,0,0,0.8520976562257112,151,0.9217727867770428,96,1.0872953571264643,77,0.4718746736545221,2,1.110515532011027,2,1.1957660649348372,12,Amile Jefferson,F
33,20150313,Notre Dame,L,0,12,1,1,1,1,1,1,0,0,NaN,0,0,NaN,2,NaN,2,2,1,3,0,0,1,0,2,2,0.8562863224838924,72,0.8780830028969173,76,0.890415873403037,49,NaN,NA,0.8514151560079295,7,0.9089869138930577,5,Amile Jefferson,F
34,20150320,Robert Morris,W,0,29,4,6,0.6666666666666666,4,6,0.6666666666666666,0,0,NaN,2,3,0.6666666666666666,1.3333333333333333,NaN,1.6666666666666667,2,4,6,3,0,0,2,1,10,0.768593276147235,322,0.8578999838700552,85,0.8278386247783586,93,0.9646096513801713,26,0.9619930673465693,9,1.0990530524876159,7,Amile Jefferson,F
35,20150322,San Diego State,W,0,9,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,1,0,0.8183968215658165,113,0.9605265020168893,53,0.7993313200367456,22,NaN,NA,NaN,NA,0.7624502064454973,9,Amile Jefferson,F
1,20141114,Presbyterian,W,0,13,3,4,0.75,1,2,0.5,2,2,1,0,1,0,1,3,2,0,1,1,1,0,0,1,0,8,1.0830626041482754,10,1.0536774561058155,43,0.8597121154750798,114,1.0681520456313798,3,0.7782764173022503,4,0.9138268237411443,18,Matt Jones,G
2,20141115,Fairfield,W,0,19,3,4,0.75,2,2,1,1,2,0.5,2,3,0.6666666666666666,2,1.5,2.25,1,4,5,0,2,0,0,3,9,0.897121943092609,31,0.9993059888332783,37,0.8862047329376168,213,1.0360909119947581,1,NaN,NA,0.921359243586379,14,Matt Jones,G
3,20141118,Michigan State,W,0,22,1,4,0.25,1,2,0.5,0,2,0,2,2,1,1,0,1,0,0,0,1,0,0,0,3,4,0.8509844407475949,35,0.8856616136537028,47,0.8744481796362353,288,0.7276879214654862,1,0.9194142114104669,10,1.0171621409742921,37,Matt Jones,G
4,20141121,Temple,W,0,16,1,3,0.3333333333333333,0,0,NaN,1,3,0.3333333333333333,0,0,NaN,NaN,1,1,0,0,0,2,0,0,0,0,3,0.7294438327957237,14,0.9511839785304436,37,0.8574858201891712,144,0.9465836477376868,2,0.9195993075101034,10,0.9294540305391035,34,Matt Jones,G
5,20141122,Stanford,W,0,18,4,7,0.5714285714285714,2,4,0.5,2,3,0.6666666666666666,0,0,NaN,1,2,1.4285714285714286,0,1,1,0,1,0,2,2,10,0.7956246419459344,24,0.9980109585323902,38,0.8902744564143033,208,0.904323809502567,6,0.8074963385383925,6,0.9795493919283905,26,Matt Jones,G
6,20141126,Furman,W,0,19,4,5,0.8,0,0,NaN,4,5,0.8,1,2,0.5,NaN,2.4,2.6,0,3,3,2,0,0,0,1,13,0.705088671910105,22,0.8002009040988642,25,0.8044344996739532,237,0.8630424344086733,2,1.1576987985800644,2,0.8565737697441898,38,Matt Jones,G
7,20141130,Army,W,0,18,2,3,0.6666666666666666,2,2,1,0,1,0,2,3,0.6666666666666666,2,0,2,0,1,1,1,2,0,2,2,6,0.8181526563270626,28,0.8101460570653399,33,0.6973215141828009,190,NaN,NA,0.9710310252466193,3,1.0409894426674176,28,Matt Jones,G
9,20141215,Elon,W,0,20,1,6,0.16666666666666666,1,2,0.5,0,4,0,1,1,1,1,0,0.5,0,1,1,0,1,0,2,0,3,0.9944120645794169,48,0.8692507529468159,45,0.7570399331833428,179,0.9752289628852101,3,1.00700363145169,5,0.9598424526274306,37,Matt Jones,G
11,20141229,Toledo,W,0,17,1,4,0.25,1,3,0.3333333333333333,0,1,0,0,0,NaN,0.6666666666666666,0,0.5,1,1,2,0,1,0,1,2,2,0.8195588091551761,48,0.8890182694901873,49,0.8062714217182746,146,0.919435921973823,4,0.9189722365212228,7,0.7978127704790693,19,Matt Jones,G
12,20141231,Wofford,W,0,18,0,4,0,0,3,0,0,1,0,2,2,1,0,0,0.5,0,2,2,1,2,0,0,3,2,0.7346213184759389,41,0.8097837348630266,56,0.8828629617613022,161,NaN,NA,NaN,NA,0.8519639020188196,25,Matt Jones,G
13,20150103,Boston College,W,0,27,3,7,0.42857142857142855,1,3,0.3333333333333333,2,4,0.5,0,0,NaN,0.6666666666666666,1.5,1.1428571428571428,4,0,4,1,1,0,0,1,8,0.8510619699692729,84,0.9306665344718591,71,0.8723635126116173,220,NaN,NA,0.8852538937037617,12,0.8954844141991746,57,Matt Jones,G
16,20150113,Miami (FL),L,0,6,0,0,NaN,0,0,NaN,0,0,NaN,1,2,0.5,NaN,NaN,Inf,0,1,1,1,0,0,1,4,1,1.0137235303865693,4,0.7729279455692227,9,0.8092519136258977,59,NaN,NA,NaN,NA,0.9459502208632946,10,Matt Jones,G
18,20150119,Pitt,W,0,10,0,2,0,0,2,0,0,0,NaN,0,0,NaN,0,NaN,0,1,0,1,0,0,0,0,0,0,0.8165522209079669,10,0.961214017463731,13,0.8920381426793407,102,NaN,NA,0.9701733854908414,1,0.9780260267760221,31,Matt Jones,G
22,20150204,Georgia Tech,W,0,22,4,9,0.4444444444444444,3,5,0.6,1,4,0.25,2,2,1,1.2,0.75,1.2222222222222223,3,2,5,0,1,0,1,0,11,0.8467501306530664,38,0.831463206201164,42,0.84782723263335,216,0.8711113938287139,5,0.9797891584611341,7,0.873970891547397,45,Matt Jones,G
23,20150207,Notre Dame,W,0,27,6,9,0.6666666666666666,3,4,0.75,3,5,0.6,2,2,1,1.5,1.8,1.8888888888888888,0,1,1,1,1,0,0,2,17,0.7357623840465176,34,0.9692691473528078,41,0.9003446547223534,307,0.8996475869505843,3,1.0649230312891804,2,0.9532124264806555,76,Matt Jones,G
26,20150218,UNC,W,0,27,2,4,0.5,1,3,0.3333333333333333,1,1,1,0,0,NaN,0.6666666666666666,3,1.25,3,2,5,1,1,0,0,3,5,0.8077737166219926,47,0.8330782949393505,35,0.8539133411254993,264,0.7511759489227686,3,1.1015024009878935,3,0.985872563086987,25,Matt Jones,G
27,20150221,Clemson,W,1,25,2,7,0.2857142857142857,1,1,1,1,6,0.16666666666666666,0,0,NaN,2,0.5,0.7142857142857143,2,3,5,0,1,0,0,2,5,0.8341090716327328,53,0.8193902253470764,55,0.8098547568948574,295,0.9599024943458011,3,1.0715121724731873,5,0.9475021324315245,48,Matt Jones,G
30,20150304,Wake Forest,W,1,28,7,15,0.4666666666666667,4,5,0.8,3,10,0.3,0,0,NaN,1.6,0.9,1.1333333333333333,1,3,4,2,1,1,1,3,17,0.7822652110269125,32,0.8839538088373481,57,0.8156561906630551,347,1.1579974884346504,5,0.9160662014751875,7,0.9102616729425141,93,Matt Jones,G
32,20150312,NC State,W,1,28,3,5,0.6,2,4,0.5,1,1,1,4,5,0.8,1,3,2.2,0,1,1,0,0,0,0,1,11,0.891185299256768,44,0.8371592143284776,69,0.8844558268778543,378,1.378132389417983,4,0.9764018801792096,6,1.004145369797658,81,Matt Jones,G
33,20150313,Notre Dame,L,1,28,1,4,0.25,0,2,0,1,2,0.5,1,2,0.5,0,1.5,1,1,0,1,0,1,0,0,1,4,0.749443860099726,22,0.8647229177108694,30,0.810859679012083,257,0.5520685717589332,1,0.9687204528326753,2,1.0606061405680296,27,Matt Jones,G
34,20150320,Robert Morris,W,1,29,2,5,0.4,1,3,0.3333333333333333,1,2,0.5,0,0,NaN,0.6666666666666666,1.5,1,0,1,1,4,1,0,2,1,5,0.7953988264444773,16,1.007909016340542,26,0.9336355995970586,326,0.9147200880720736,2,0.9654986359665934,7,0.9591769289271848,92,Matt Jones,G
35,20150322,San Diego State,W,1,34,1,5,0.2,0,3,0,1,2,0.5,0,0,NaN,0,1.5,0.6,1,3,4,0,0,0,1,3,3,0.9142631026406711,72,0.9901258821148637,83,0.9475856314135779,396,0.9658625959070563,3,0.9004456864361987,4,1.0691620656608687,46,Matt Jones,G
1,20141114,Presbyterian,W,0,18,5,7,0.7142857142857143,3,4,0.75,2,3,0.6666666666666666,6,7,0.8571428571428571,1.5,2,2.5714285714285716,0,1,1,3,3,1,1,1,18,0.9229749454113192,19,0.8573121210394876,22,0.8800452908293404,95,0.9903147942626199,1,1.1227097364578071,1,1.0288816706363437,43,Grayson Allen,G
2,20141115,Fairfield,W,0,13,3,5,0.6,2,2,1,1,3,0.3333333333333333,2,2,1,2,1,1.8,0,1,1,1,2,0,1,5,9,0.7503055137588587,11,1.1052118207425967,13,0.9360212366174832,125,1.3224369695435165,2,1.0289017747510996,4,1.0496791508714913,34,Grayson Allen,G
3,20141118,Michigan State,W,0,1,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,1,1,0,0,0,0,0,0,1.2815641873694346,5,1.232026612159571,1,1.2524152328111404,3,0.9789038753385744,3,NaN,NA,NaN,NA,Grayson Allen,G
4,20141121,Temple,W,0,6,1,1,1,0,0,NaN,1,1,1,3,4,0.75,NaN,3,6,0,0,0,0,0,0,0,0,6,0.7790001035237241,1,0.90862575690569,9,0.8621867138715632,55,NaN,NA,NaN,NA,0.8390263462468651,8,Grayson Allen,G
5,20141126,Furman,W,0,13,2,7,0.2857142857142857,1,2,0.5,1,5,0.2,0,0,NaN,1,0.6,0.7142857142857143,2,1,3,1,0,1,1,3,5,0.8954953420640368,20,0.7336401191183424,17,0.7682605901736524,157,0.9304612714091446,6,1.1459362512726674,3,0.817049127433131,20,Grayson Allen,G
6,20141130,Army,W,0,10,0,2,0,0,0,NaN,0,2,0,0,0,NaN,NaN,0,0,0,1,1,1,0,0,0,1,0,0.7626289333524382,22,0.8606435435558271,26,0.920546701420567,122,NaN,NA,0.769115510708271,1,0.9995884430270845,20,Grayson Allen,G
7,20141215,Elon,W,0,8,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,1,1,0,1,0,1,0,0,0.9082147507003858,12,0.9716960456040582,22,0.7993791239366637,83,1.237092224763629,1,NaN,NA,0.8885605473348502,9,Grayson Allen,G
9,20141229,Toledo,W,0,3,0,1,0,0,1,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,0,0,1,1,0,0.8618964384167537,11,0.9812332099178241,12,1.1599030436596922,9,0.6205268080060165,1,0.8693586767233977,1,0.9630587575724361,2,Grayson Allen,G
10,20141231,Wofford,W,0,4,1,1,1,0,0,NaN,1,1,1,0,0,NaN,NaN,3,3,0,0,0,0,0,0,0,0,3,0.8419129829167494,4,0.910190573248343,11,0.8374729518017111,61,0.9035497893759956,3,1.0047565270283043,2,0.8671653722692777,14,Grayson Allen,G
11,20150103,Boston College,W,0,6,0,3,0,0,1,0,0,2,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,1,0,0.28304158556332126,5,1.1251727623471952,9,1.0204401467279973,85,NaN,NA,NaN,NA,1.099305966955379,10,Grayson Allen,G
14,20150113,Miami (FL),L,0,8,1,2,0.5,1,1,1,0,1,0,2,2,1,2,0,2,1,0,1,0,0,0,1,0,4,0.5220401216654508,3,0.7629841856098302,9,0.9573807602902683,63,1.4263136206703142,1,0.9664902008153815,7,1.0825611467540863,13,Grayson Allen,G
15,20150119,Pitt,W,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,NA,0.7350471309643751,2,0.5648608922441168,3,NaN,NA,NaN,NA,NaN,NA,Grayson Allen,G
18,20150204,Georgia Tech,W,0,3,0,1,0,0,0,NaN,0,1,0,0,0,NaN,NaN,0,0,1,0,1,0,0,0,0,0,0,0.3325292436129865,2,1.222848374334494,1,0.8325011758201489,41,NaN,NA,0.9147443105458086,1,0.9852737906881788,4,Grayson Allen,G
19,20150207,Notre Dame,W,0,16,1,3,0.3333333333333333,0,1,0,1,2,0.5,2,2,1,0,1.5,1.6666666666666667,0,2,2,1,0,1,0,0,5,0.8869203206432752,9,1.1392553672623416,34,0.9542997745875962,183,0.8942422371297345,2,0.9571561513152065,3,1.0162253306067037,24,Grayson Allen,G
22,20150218,UNC,W,0,4,0,2,0,0,2,0,0,0,NaN,2,2,1,0,NaN,1,0,0,0,0,0,0,0,0,2,0.9201167385556667,8,NaN,NA,0.8280786313840034,27,1.0353532581004692,1,0.8541561432509408,2,1.0919152114418658,6,Grayson Allen,G
23,20150221,Clemson,W,0,18,3,5,0.6,2,2,1,1,3,0.3333333333333333,3,3,1,2,1,2,0,2,2,1,0,0,1,3,10,0.7579328695841641,16,0.9038002852856887,30,0.8922127966741912,243,0.6424853434741339,3,1.000084185060141,6,1.113590763964637,47,Grayson Allen,G
26,20150304,Wake Forest,W,0,24,9,11,0.8181818181818182,5,6,0.8333333333333334,4,5,0.8,5,6,0.8333333333333334,1.6666666666666667,2.4,2.4545454545454546,2,2,4,0,0,0,0,3,27,0.8364716793776933,16,1.0555714538691874,37,1.003488009189551,328,0.8826038312669038,3,1.0121449842800245,8,1.0601890376487706,68,Grayson Allen,G
28,20150312,NC State,W,0,21,5,10,0.5,4,6,0.6666666666666666,1,4,0.25,0,0,NaN,1.3333333333333333,0.75,1.1,1,2,3,3,0,2,1,5,11,0.700929104258377,27,0.8519467348530142,33,0.9605546471243205,283,0.9441984341430087,6,1.0391792663403185,11,1.087339448034066,57,Grayson Allen,G
29,20150313,Notre Dame,L,0,11,0,3,0,0,1,0,0,2,0,0,0,NaN,0,0,0,0,1,1,0,1,0,2,4,0,0.6858402143336771,14,1.009494029770989,15,0.806374807237511,106,0.9816247240633938,6,0.9932828803463675,8,0.908945037348732,22,Grayson Allen,G
30,20150320,Robert Morris,W,0,12,0,3,0,0,1,0,0,2,0,1,2,0.5,0,0,0.3333333333333333,0,0,0,0,0,0,0,1,1,0.9296765589763755,6,1.0833678717726944,8,0.8874474721834917,141,1.091810528227713,2,1.5729147008406457,1,1.1401027994427881,53,Grayson Allen,G
31,20150322,San Diego State,W,0,9,2,2,1,1,1,1,1,1,1,0,0,NaN,2,3,2.5,0,1,1,0,0,0,0,4,5,0.8469535494683625,16,0.9066833252120394,30,1.0369010066196662,94,0.7819014439970539,2,0.8739262685581131,6,0.989630617140909,7,Grayson Allen,G
1,20141114,Presbyterian,W,0,18,4,4,1,3,3,1,1,1,1,3,3,1,2,3,3,0,2,2,4,2,1,1,0,12,0.6769032104727768,19,0.6435291033831254,21,0.8958684625874002,94,0.8814912009471293,11,1.0704710761881164,11,1.1050627186440534,82,Rasheed Sulaimon,G
2,20141115,Fairfield,W,0,18,0,0,NaN,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,4,1,0,0,1,0,0.5630287966985903,20,0.9693414610993792,11,1.0286928770058104,167,0.9130106649875214,6,1.083587363989174,8,1.0287712756775877,89,Rasheed Sulaimon,G
3,20141118,Michigan State,W,0,12,1,4,0.25,0,1,0,1,3,0.3333333333333333,0,0,NaN,0,1,0.75,0,1,1,0,1,0,2,0,3,1.0317334370706739,5,1.0440710600995193,5,1.0226929154291904,80,0.7568825554532069,2,0.9826233027764232,3,1.0977639554313128,37,Rasheed Sulaimon,G
4,20141121,Temple,W,0,14,1,5,0.2,1,4,0.25,0,1,0,0,2,0,0.5,0,0.4,0,2,2,0,0,0,2,3,2,0.6930575785953509,16,1.0454050856971768,19,1.0234392163702841,120,0.707150227954248,6,0.9352493531926562,9,1.0068175755598834,50,Rasheed Sulaimon,G
5,20141122,Stanford,W,0,19,2,5,0.4,1,2,0.5,1,3,0.3333333333333333,1,3,0.3333333333333333,1,1,1.2,0,1,1,2,0,0,1,0,6,0.7817945610263958,21,1.108192572229767,19,0.9374589632519106,182,0.8580928437559446,4,0.8720024102573246,5,1.0200955696797458,68,Rasheed Sulaimon,G
6,20141126,Furman,W,0,19,4,8,0.5,3,4,0.75,1,4,0.25,0,0,NaN,1.5,0.75,1.125,0,2,2,2,0,0,0,2,9,0.7504184001232959,17,0.6432064820661806,26,0.7756182128760298,165,1.0765175809798235,8,1.0286158123007108,13,0.9936795730763023,126,Rasheed Sulaimon,G
7,20141130,Army,W,0,26,4,10,0.4,3,6,0.5,1,4,0.25,4,4,1,1,0.75,1.3,0,2,2,2,1,0,0,2,13,0.8501806628928149,40,0.9688803023794966,36,0.9341517445509085,259,0.8752211918820367,8,1.032730904679533,9,1.151420805337698,80,Rasheed Sulaimon,G
9,20141215,Elon,W,0,26,4,9,0.4444444444444444,3,7,0.42857142857142855,1,2,0.5,2,2,1,0.8571428571428571,1.5,1.2222222222222223,0,3,3,3,2,0,0,3,11,0.966713436346354,36,0.8213164741949973,31,0.9468843361789302,237,1.0797026923466968,9,0.9679448138442827,17,1.0263307211650567,88,Rasheed Sulaimon,G
11,20141229,Toledo,W,0,18,2,5,0.4,1,2,0.5,1,3,0.3333333333333333,2,3,0.6666666666666666,1,1,1.4,1,1,2,0,0,0,3,3,7,0.923104268960626,24,0.9568164304043174,21,0.8587381943901765,144,0.8545614866812283,5,1.0061590259482955,7,0.9039427148975744,40,Rasheed Sulaimon,G
12,20141231,Wofford,W,0,19,2,4,0.5,1,2,0.5,1,2,0.5,1,2,0.5,1,1.5,1.5,0,2,2,2,0,0,2,3,6,0.9244017348981736,11,1.0863555589680474,23,0.8801352436378826,184,0.9780393928301391,4,1.0747430399116462,11,0.9449923166586481,89,Rasheed Sulaimon,G
13,20150103,Boston College,W,0,20,4,7,0.5714285714285714,1,4,0.25,3,3,1,0,0,NaN,0.5,3,1.5714285714285714,0,3,3,2,1,0,1,0,11,1.1244454292591453,7,0.9432036660088124,20,0.980432881487834,268,0.9351198601608367,5,0.9279331609594518,11,0.9866960520276081,97,Rasheed Sulaimon,G
16,20150113,Miami (FL),L,0,26,5,14,0.35714285714285715,3,6,0.5,2,8,0.25,2,2,1,1,0.75,1,0,0,0,3,2,0,3,4,14,0.7116410323142207,27,0.7952044235272464,46,0.8160808090483453,231,0.802889733878962,9,0.9367064262652668,23,0.9306557503049673,106,Rasheed Sulaimon,G
18,20150119,Pitt,W,0,25,4,6,0.6666666666666666,0,1,0,4,5,0.8,1,2,0.5,0,2.4,2.1666666666666665,1,3,4,1,2,0,1,2,13,0.8471303390835874,30,0.9256844791414895,43,1.0904698896269713,299,0.926618764614891,9,1.0126890180023826,7,1.109184787764041,98,Rasheed Sulaimon,G
1,20141114,Presbyterian,W,0,17,1,2,0.5,0,1,0,1,1,1,2,2,1,0,3,2.5,4,3,7,3,2,0,1,3,5,0.8212577494197852,87,1.0104680516263038,67,1.052258055488991,28,0.7230632025932884,4,0.7593164032734039,9,NaN,NA,Marshall Plumlee,C
2,20141115,Fairfield,W,0,13,3,3,1,3,3,1,0,0,NaN,2,2,1,2,NaN,2.6666666666666665,1,0,1,0,0,1,0,0,8,0.6367905857030243,112,0.7030388408552892,32,0.9958067701249402,17,1.1119846631311856,5,0.7200963819260736,8,0.5405023043604528,3,Marshall Plumlee,C
