,shooter,game,x,y,value,NN_probability,SVM_probability
422,842301,20141121,21.57512,85.35592,2,0.549713254,0.600629122
423,842301,20141122,25.13293,4.49482,2,0.555430233,0.430155304
424,842301,20141122,23.46968,10.02459,2,0.999027848,0.663141091
425,842301,20141122,29.82056,4.6825,2,0.5508973,0.552282484
426,842301,20141122,26.24846,4.84369,2,0.548484862,0.54601122
427,842301,20141122,28.71851,11.80259,2,0.547854304,0.5
428,842301,20141122,19.89426,87.02555,2,0.599451244,0.5
429,842301,20141122,23.42071,83.91993,2,0.550371051,0.625666965
430,842301,20141122,27.85794,88.36596,2,0.987826884,0.68556232
431,842301,20141122,26.57497,81.6518,2,0.373251975,0.612589289
432,842301,20141122,23.07971,88.72595,2,0.589486063,0.646958782
433,842301,20141126,25.12969,85.92659,2,0.559196711,0.568160647
434,842301,20141126,25.23042,85.62915,2,0.557169318,0.570040038
435,842301,20141126,27.03641,88.10899,2,0.549077094,0.629868217
436,842301,20141126,22.38774,87.90249,2,0.551190436,0.660874686
437,842301,20141126,23.93476,85.35614,2,0.877979636,0.700402231
438,842301,20141126,25.45779,82.41308,2,0.555339336,0.51409623
439,842301,20141126,21.56257,87.35543,2,0.573964655,0.693102874
440,842301,20141126,28.96348,4.08286,2,0.507196069,0.663870547
441,842301,20141126,25.0369,5.40688,2,0.766569197,0.66199982
442,842301,20141126,27.82895,5.04463,2,0.547586262,0.529235874
443,842301,20141126,23.32447,8.45565,2,0.183112174,0.518828823
444,842301,20141126,21.50827,8.05102,2,0.880504131,0.683558799
445,842301,20141126,25.79465,6.82106,2,0.875382662,0.666014082
446,842301,20141126,22.17448,5.955,2,0.756005883,0.615789416
447,842301,20141130,29.64381,87.01715,2,0.553342044,0.51908119
448,842301,20141130,24.67746,84.54832,2,0.5520913,0.576910096
449,842301,20141130,26.97508,88.58591,2,0.765733004,0.660449031
450,842301,20141130,19.65285,89.53926,2,0.553105474,0.594637633
451,842301,20141130,23.10375,88.90527,2,0.877444506,0.68958499
452,842301,20141130,23.63647,85.04961,2,0.951087952,0.663398291
453,842301,20141130,37.90331,85.20373,2,0.362578481,0.536336682
454,842301,20141130,24.07975,88.65022,2,0.672811568,0.653398916
455,842301,20141130,13.90899,92.03385,2,0.552747965,0.510547207
456,842301,20141130,29.16588,3.08692,2,0.549881101,0.551797709
457,842301,20141130,26.08908,19.58631,2,0.353644699,0.659421709
458,842301,20141130,23.03818,5.92534,2,0.553646028,0.570812131
459,842301,20141130,24.36998,7.52359,2,0.978410065,0.656222896
460,842301,20141130,24.59388,13.90092,2,0.442850739,0.548057986
461,842301,20141215,31.06939,87.28177,2,0.29079926,0.664314196
462,842301,20141215,28.80873,75.50568,2,0.556294441,0.647399484
463,842301,20141215,21.49945,89.57284,2,0.807600141,0.692328479
464,842301,20141215,26.49945,89.04199,2,0.686205268,0.623492346
465,842301,20141215,26.49467,88.66813,2,0.934303761,0.664903588
466,842301,20141215,20.4918,88.92399,2,0.549966872,0.59300733
467,842301,20141215,23.62589,84.08933,2,0.548091829,0.583980469
468,842301,20141215,24.02123,85.45509,2,0.546328247,0.587483044
469,842301,20141215,35.22081,7.30724,2,0.548482895,0.5
470,842301,20141215,19.03047,5.38054,2,0.816724241,0.658677843
471,842301,20141215,31.6823,6.01306,2,0.549592376,0.570706279
472,842301,20141215,18.00766,7.76952,2,0.548963726,0.569769243
473,842301,20141215,22.37747,6.12939,2,0.626063943,0.642942642
474,842301,20141215,28.43287,7.0324,2,0.785622537,0.680010319
475,842301,20141229,29.57285,88.31458,2,0.547947526,0.556457513
476,842301,20141229,33.73326,82.51899,2,0.586841702,0.692286588
477,842301,20141229,23.51242,89.44582,2,0.556670666,0.660961641
478,842301,20141229,26.24112,85.23983,2,0.332562,0.534795376
479,842301,20141229,24.89658,84.29675,2,0.430511773,0.565590025
480,842301,20141229,27.32672,88.5657,2,0.713955224,0.662562563
481,842301,20141229,25.68652,89.09815,2,0.825818837,0.58170176
482,842301,20141229,35.27107,87.13789,2,0.576395988,0.661314075
483,842301,20141229,23.6627,80.47566,2,0.547417939,0.635446776
484,842301,20141229,30.73546,88.45286,2,0.546817243,0.586129745
485,842301,20141229,21.63807,87.52546,2,0.826597095,0.722677725
486,842301,20141229,20.97972,11.27009,2,0.997711182,0.662345547
487,842301,20141229,25.20981,9.5565,2,0.967630088,0.638055412
488,842301,20141229,25.72793,2.87783,2,0.561799228,0.610076386
489,842301,20141229,30.39129,6.57746,2,0.554745138,0.673231089
490,842301,20141231,28.16464,81.66885,2,0.55239898,0.542085448
491,842301,20141231,29.72155,86.47152,2,0.547179163,0.367619838
492,842301,20141231,18.51478,88.97783,2,0.547794044,0.529877851
493,842301,20141231,13.25744,85.91946,2,0.545935035,0.512268962
494,842301,20141231,28.05193,88.49564,2,0.549228966,0.652180221
495,842301,20141231,20.86651,81.39891,2,0.11521522,0.559198513
496,842301,20141231,25.6587,91.02594,2,0.435335726,0.662092991
497,842301,20141231,20.27337,6.38668,2,0.54840374,0.5
498,842301,20141231,18.61899,6.73655,2,0.702531815,0.571053577
499,842301,20141231,14.8314,7.77511,2,0.701795757,0.553486957
500,842301,20141231,21.75699,8.76222,2,0.553144813,0.45192445
501,842301,20141231,26.87941,6.10492,2,0.912506759,0.659489872
502,842301,20141231,26.78839,5.85551,2,0.801733196,0.697161487
503,842301,20150103,19.84392,90.15634,2,0.547188103,0.596796622
504,842301,20150103,22.02478,80.38854,2,0.335769564,0.546526467
505,842301,20150103,30.59917,88.28224,2,0.190289736,0.361070148
506,842301,20150103,25.67626,86.33627,2,0.553426445,0.683328558
507,842301,20150103,22.67444,87.48125,2,0.552193463,0.54845968
508,842301,20150103,21.48603,3.76685,2,0.54766506,0.441286605
509,842301,20150103,21.95254,6.19778,2,0.940707564,0.680755335
510,842301,20150103,25.7104,9.01019,2,0.536176682,0.459703568
511,842301,20150103,21.71757,13.34651,2,0.553547144,0.62892143
512,842301,20150103,12.55936,7.91921,2,0.4616566,0.493456354
513,842301,20150103,18.85615,8.42982,2,0.554479301,0.617022994
514,842301,20150113,26.66308,82.5652,2,0.554137111,0.473509493
515,842301,20150113,24.66927,87.90626,2,0.143268272,0.555355594
516,842301,20150113,26.24636,91.40992,2,0.552649736,0.635480605
517,842301,20150113,28.90544,87.8872,2,0.865887403,0.708339466
518,842301,20150113,16.7311,85.08663,2,0.546981871,0.492165594
519,842301,20150113,30.02184,86.98661,2,0.622497559,0.629967126
520,842301,20150113,17.09791,6.06485,2,0.294917732,0.452292175
521,842301,20150113,21.91142,6.28843,2,0.547702432,0.52026624
522,842301,20150113,23.15464,7.88474,2,0.950933576,0.700570843
523,842301,20150113,15.81515,7.25537,2,0.441260368,0.371399621
524,842301,20150113,25.38594,6.51487,2,0.41774717,0.64030977
525,842301,20150113,21.74132,6.08441,2,0.55031091,0.465410495
526,842301,20150113,25.18929,4.32633,2,0.551632166,0.539627556
527,842301,20150119,20.63546,87.6227,2,0.554571867,0.572202365
528,842301,20150119,20.02596,89.12865,2,0.551223218,0.700807054
529,842301,20150119,29.18371,85.94001,2,0.674660981,0.528992661
530,842301,20150119,25.94593,89.83413,2,0.551935315,0.660832663
531,842301,20150119,22.09485,78.66188,2,0.586759984,0.561502744
532,842301,20150119,31.41144,86.87889,2,0.548681915,0.541761046
533,842301,20150119,25.57908,6.71245,2,0.54992944,0.584210258
534,842301,20150119,19.72726,6.53247,2,0.548588037,0.520870731
535,842301,20150119,27.17853,3.99672,2,0.550750315,0.642699169
536,842301,20150204,34.1785,86.58568,2,0.546724975,0.48706161
537,842301,20150204,28.29023,88.5162,2,0.640919805,0.634742819
538,842301,20150204,22.91284,88.90368,2,0.709129035,0.660548082
539,842301,20150204,20.39248,85.06409,2,0.549211502,0.585947575
540,842301,20150204,34.16096,87.70704,2,0.702211976,0.47375264
541,842301,20150204,33.92009,85.52332,2,0.429839164,0.408311522
542,842301,20150204,23.63566,6.29212,2,0.823974133,0.683846757
543,842301,20150204,24.24212,9.42432,2,0.561845958,0.657985941
544,842301,20150204,25.9221,12.6469,2,0.523666799,0.507395531
545,842301,20150204,23.36847,8.60267,2,0.641580462,0.615387335
546,842301,20150204,20.74657,4.84919,2,0.469977438,0.446272661
547,842301,20150204,39.07911,5.30688,2,0.686722219,0.454007855
548,842301,20150207,26.90565,89.82205,2,0.516767263,0.564759012
549,842301,20150207,23.61786,87.09053,2,0.551975012,0.633059719
550,842301,20150207,24.42255,2.96372,2,0.54627192,0.539134047
551,842301,20150207,25.84825,10.828,2,0.899936259,0.663111656
552,842301,20150207,27.39461,3.08566,2,0.480859786,0.588787929
553,842301,20150207,26.04637,19.65514,2,0.989726961,0.64003999
554,842301,20150207,29.3049,2.71531,2,0.549836755,0.509246539
555,842301,20150207,12.70076,8.21624,2,0.366283625,0.384269515
556,842301,20150207,32.36755,5.61092,2,0.513464451,0.584900389
557,842301,20150207,21.07451,5.61516,2,0.837275088,0.704392664
558,842301,20150207,24.08004,6.69391,2,0.963495255,0.691340449
559,842301,20150218,24.12874,83.53866,2,0.303460598,0.54174788
560,842301,20150218,21.57737,89.69062,2,0.548991859,0.474877472
561,842301,20150218,21.01909,87.2683,2,0.55780977,0.654184103
562,842301,20150218,34.30307,87.22468,2,0.527811646,0.54683191
563,842301,20150218,32.6869,87.61619,2,0.687681794,0.669940049
564,842301,20150218,36.14899,86.61643,2,0.549061894,0.480261399
565,842301,20150218,22.92549,5.37829,2,0.550136089,0.536754766
566,842301,20150218,29.78983,6.05371,2,0.557123661,0.645493595
567,842301,20150218,22.63221,4.6002,2,0.554798305,0.584961042
568,842301,20150218,26.71429,4.90112,2,0.383192539,0.474770648
569,842301,20150218,26.47496,6.90111,2,0.701424658,0.648009478
570,842301,20150228,29.95389,85.96271,2,0.525838077,0.661287622
571,842301,20150228,24.90673,78.74214,2,0.552114129,0.662834889
572,842301,20150228,27.69205,86.60284,2,0.558514297,0.708057601
573,842301,20150228,21.18353,85.56774,2,0.832481027,0.663302218
574,842301,20150228,24.93232,89.79248,2,0.552393138,0.544705418
575,842301,20150228,21.07277,86.24458,2,0.547672212,0.479641607
576,842301,20150228,26.20054,87.52213,2,0.885970235,0.660421226
577,842301,20150228,17.66093,8.92588,2,0.55684489,0.60654907
578,842301,20150228,21.12976,5.70348,2,0.478903949,0.5
579,842301,20150228,22.43201,7.19595,2,0.901295841,0.688626146
580,842301,20150304,27.44127,87.79092,2,0.55628854,0.672797208
581,842301,20150304,27.01674,88.01645,2,0.821812212,0.673831723
582,842301,20150312,23.52879,6.54118,2,0.554730415,0.65474347
583,842301,20150312,25.43741,4.82883,2,0.82006979,0.679367274
584,842301,20150312,29.18872,6.63182,2,0.787169933,0.698951366
585,842301,20150312,14.9388,87.47505,2,0.357249796,0.397780221
586,842301,20150312,33.99942,86.19946,2,0.556988895,0.667209539
587,842301,20150312,26.39659,89.04945,2,0.55164814,0.564310048
588,842301,20150312,21.48942,89.50068,2,0.548193574,0.601616634
589,842301,20150312,24.91938,80.33406,2,0.548079967,0.621038003
590,842301,20150313,29.37976,6.21894,2,0.564020157,0.606070499
591,842301,20150313,25.8922,5.82347,2,0.835918307,0.6834411
592,842301,20150313,14.70151,7.21663,2,0.474390686,0.537296263
593,842301,20150313,21.75865,8.77828,2,0.551218033,0.521921111
594,842301,20150313,16.67188,4.19986,2,0.549499273,0.529575422
595,842301,20150313,14.79065,5.45433,2,0.448693663,0.617958662
596,842301,20150313,24.3112,9.27974,2,0.553943813,0.721578188
597,842301,20150313,26.42175,6.44367,2,0.546520829,0.456661678
598,842301,20150313,25.91846,6.95081,2,0.962683022,0.709601978
599,842301,20150313,30.02858,5.72713,2,0.54719013,0.473640135
600,842301,20150313,28.49315,3.53132,2,0.55363512,0.680758491
601,842301,20150313,26.08354,88.14582,2,0.805409789,0.662326746
602,842301,20150313,23.59538,89.60208,2,0.844005764,0.645826079
603,842301,20150313,28.25234,86.98175,2,0.574879766,0.655735397
604,842301,20150313,34.66963,86.905,2,0.314417183,0.393634768
605,842301,20150313,19.86946,90.10404,2,0.549189687,0.616312784
606,842301,20150313,23.78745,82.81995,2,0.617188334,0.604651718
607,842301,20150313,19.85692,89.07487,2,0.550171494,0.581936036
608,842301,20150320,23.15141,86.19584,2,0.791291416,0.661746403
609,842301,20150320,25.2776,88.2674,2,0.937842786,0.663154636
610,842301,20150320,27.09997,88.24218,2,0.52081579,0.662068995
611,842301,20150320,28.28505,86.80565,2,0.809953272,0.640563725
612,842301,20150320,27.11535,5.58241,2,0.866972208,0.727158265
613,842301,20150320,21.01379,7.27506,2,0.594446898,0.661139867
614,842301,20150320,25.21642,8.5374,2,0.952916086,0.681734059
615,842301,20150320,23.40899,7.78219,2,0.869009614,0.65374139
616,842301,20150320,23.53341,6.43664,2,0.589803219,0.466105178
617,842301,20150320,21.04987,7.70525,2,0.735066235,0.734297516
618,842301,20150320,23.16158,5.58005,2,0.481854707,0.626052684
619,842301,20150322,21.41283,79.75115,2,0.543399453,0.635234984
620,842301,20150322,21.88597,83.91253,2,0.548825204,0.620934393
621,842301,20150322,33.05969,86.45865,2,0.549070776,0.489577026
622,842301,20150322,18.51184,77.64546,2,0.546250045,0.572155805
623,842301,20150322,19.72053,86.23887,2,0.55329597,0.582344847
624,842301,20150322,31.62193,86.42297,2,0.821242213,0.714450077
625,842301,20150322,34.45575,87.02792,2,0.559455454,0.62836447
626,842301,20150322,25.30978,83.78657,2,0.791721046,0.658660726
627,842301,20150322,26.96091,86.4141,2,0.81059289,0.713324534
628,842301,20150322,23.1206,81.36444,2,0.516219079,0.593095498
629,842301,20150322,27.00869,85.69043,2,0.996692777,0.709197781
630,842301,20150322,19.19153,90.49529,2,0.548560083,0.625306769
631,842301,20150322,17.76211,7.1757,2,0.54782182,0.446318319
632,842301,20150322,27.47776,11.11624,2,0.552399099,0.64841011
633,842301,20150322,27.27543,4.70926,2,0.788967013,0.706129711
634,842301,20150322,22.35479,6.767,2,0.547932744,0.656581227
635,696290,20141114,30.48544,88.97325,2,0.548879027,0.52875799
636,696290,20141114,27.34222,85.84578,2,0.982465208,0.661306347
637,696290,20141114,21.67493,5.90442,2,0.476826698,0.607303327
638,696290,20141114,22.60221,4.77902,2,0.545272112,0.662035
639,696290,20141115,26.16727,79.30271,2,0.553341389,0.317489569
640,696290,20141115,20.44407,74.69105,2,0.551104665,0.624953385
641,696290,20141115,25.10222,90.19021,2,0.512415171,0.524938151
642,696290,20141115,27.16881,81.35646,2,0.551735878,0.561247385
643,696290,20141115,27.66879,88.88264,2,0.690330982,0.622190401
644,696290,20141115,22.39654,4.49555,2,0.566149354,0.622475999
645,696290,20141115,23.94974,20.0938,2,0.368347704,0.476717841
646,696290,20141115,20.46912,7.66163,2,0.557647049,0.539530105
647,696290,20141118,28.68506,88.687,2,0.556638241,0.6159761
648,696290,20141118,27.6335,86.50722,2,0.998758197,0.659806491
649,696290,20141118,26.421,8.38662,2,0.54435271,0.519333135
650,696290,20141121,26.9241,5.7513,2,0.552038491,0.476028858
651,696290,20141121,25.25379,19.59728,2,0.630175173,0.67504532
652,696290,20141121,25.38468,6.86973,2,0.765686512,0.61969061
653,696290,20141121,26.02941,4.47669,2,0.549413025,0.444307224
654,696290,20141121,23.35344,87.36406,2,0.91740036,0.650621878
655,696290,20141122,24.17125,4.57385,2,0.50730145,0.650483347
656,696290,20141122,21.8468,22.73864,2,0.525001168,0.401086523
657,696290,20141122,30.18719,28.80129,3,0.551262319,0.593227074
658,696290,20141122,26.59884,3.09131,2,0.328684032,0.469113475
659,696290,20141122,26.59322,4.33204,2,0.551263869,0.610199741
660,696290,20141122,26.68065,80.20591,2,0.554649472,0.476823748
661,696290,20141126,25.66783,88.42335,2,0.166984528,0.575194571
662,696290,20141126,27.90254,85.45574,2,0.252954453,0.640461905
663,696290,20141126,25.82849,88.33452,2,0.55103755,0.590678578
664,696290,20141126,28.27799,87.22196,2,0.844432294,0.658027886
665,696290,20141126,25.63316,86.12311,2,0.78940022,0.647702002
666,696290,20141126,22.4374,89.42226,2,0.860002398,0.661593771
667,696290,20141126,20.44137,7.43921,2,0.755865693,0.720803766
668,696290,20141126,23.42584,6.69826,2,0.979952753,0.749956971
669,696290,20141130,21.48961,87.77463,2,0.923319221,0.646217051
670,696290,20141130,17.75637,8.2738,2,0.940007687,0.664173878
671,696290,20141130,8.51585,4.52979,2,0.156111494,0.430987081
672,696290,20141215,24.63191,84.04861,2,0.546572626,0.5
673,696290,20141215,23.55758,87.90508,2,0.903384686,0.67858366
674,696290,20141215,24.42139,88.965,2,0.578675747,0.654049559
675,696290,20141215,21.44459,6.15781,2,0.547505379,0.603143063
676,696290,20141215,20.20824,4.81966,2,0.547898173,0.466357045
677,696290,20141215,27.19753,5.36924,2,0.694475949,0.694782617
678,696290,20141215,28.92447,5.37824,2,0.774529278,0.700989643
679,696290,20141229,26.00707,88.50829,2,0.561568797,0.675885761
680,696290,20141229,23.41344,4.96515,2,0.565805733,0.592903903
681,696290,20141231,8.0212,88.56147,2,0.395297855,0.438423344
682,696290,20141231,22.62597,88.87385,2,0.552318752,0.58626153
683,696290,20141231,22.11491,7.47368,2,0.969038546,0.723363573
684,696290,20141231,28.99692,6.0008,2,0.546085775,0.561943268
685,696290,20141231,23.35626,10.75335,2,0.642241597,0.645463876
686,696290,20141231,26.32193,5.45136,2,0.938846052,0.706610283
687,696290,20150103,24.56497,5.5849,2,0.557317257,0.730478595
688,696290,20150103,28.73827,5.49816,2,0.548807859,0.588094295
689,696290,20150113,27.18919,85.46238,2,0.394978583,0.664207769
690,696290,20150113,25.16524,85.44251,2,0.557088971,0.659239227
691,696290,20150113,27.54201,87.53085,2,0.550959647,0.5
692,696290,20150113,29.60901,87.31836,2,0.867649674,0.592935209
693,696290,20150113,21.64898,6.13834,2,0.822260261,0.733874206
694,696290,20150113,25.05901,5.73812,2,0.546037138,0.669782505
695,696290,20150113,24.51732,5.84966,2,0.965656161,0.743153621
696,696290,20150113,29.45866,6.91747,2,0.584093988,0.5
697,696290,20150113,22.8774,10.60715,2,0.551602364,0.5
698,696290,20150119,21.78265,88.61149,2,0.268790513,0.628845174
699,696290,20150119,25.3881,88.73675,2,0.955060542,0.686078979
700,696290,20150119,29.74259,89.3546,2,0.54927963,0.449933531
701,696290,20150119,24.2423,89.37526,2,0.548741698,0.483289761
702,696290,20150119,30.69738,88.24355,2,0.8970384,0.5
703,696290,20150119,25.15462,5.71644,2,0.552882552,0.546509183
704,696290,20150204,25.5768,82.83699,2,0.553046823,0.541885224
705,696290,20150204,24.62044,85.48823,2,0.544657111,0.560352079
706,696290,20150204,24.27087,85.56042,2,0.660954237,0.509204194
707,696290,20150204,28.97145,88.50727,2,0.548975468,0.447276199
708,696290,20150207,24.73617,89.61199,2,0.556101978,0.431687141
709,696290,20150207,27.96094,87.33155,2,0.84098649,0.688244247
710,696290,20150207,22.10029,7.51179,2,0.555653691,0.568626857
711,696290,20150218,31.07383,88.74738,2,0.549221277,0.524681107
712,696290,20150218,23.41979,79.29345,2,0.617398143,0.628384701
713,696290,20150218,18.22298,86.40723,2,0.47245571,0.526476215
714,696290,20150218,27.36996,84.34731,2,0.554535568,0.586016592
715,696290,20150218,23.89381,5.20884,2,0.664070964,0.65256827
716,696290,20150218,25.04809,6.50504,2,0.818987012,0.662436047
717,696290,20150218,27.76378,2.55673,2,0.549549878,0.471566381
718,696290,20150221,21.6805,87.28208,2,0.34037745,0.645567823
719,696290,20150221,25.05285,4.97039,2,0.570525408,0.490104914
720,696290,20150228,24.15602,87.45764,2,0.952816427,0.664238439
721,696290,20150228,25.09118,87.76763,2,0.221220061,0.587863239
722,696290,20150304,23.59771,88.19734,2,0.527116299,0.694340648
723,696290,20150304,25.91938,4.90515,2,0.761170328,0.570625434
724,696290,20150313,23.22268,88.67004,2,0.32195726,0.604514235
725,696290,20150320,27.76307,88.18032,2,0.550547004,0.645859855
726,696290,20150320,26.53995,87.27523,2,0.126078516,0.388212507
727,696290,20150320,21.50668,86.82287,2,0.551905513,0.61360453
728,696290,20150320,20.13567,6.84724,2,0.576575518,0.660939895
729,696290,20150320,23.10003,7.88669,2,0.99875176,0.662170921
730,696290,20150320,23.83895,2.50028,2,0.5470258,0.493779167
731,601140,20141114,44.82654,78.4345,3,0.276643425,0.385298842
732,601140,20141114,13.9747,70.3729,3,0.446268588,0.394148071
733,601140,20141114,47.57726,82.49673,3,0.227072164,0.430342471
734,601140,20141114,20.39742,87.11513,2,0.697588384,0.591782152
735,601140,20141114,3.76419,89.03009,3,0.286997318,0.478663156
736,601140,20141114,46.30547,90.41485,3,0.641479015,0.475526601
737,601140,20141114,46.32208,91.02968,3,0.579923332,0.415655602
738,601140,20141114,45.76977,6.79077,3,0.227237791,0.409827023
739,601140,20141114,45.42663,13.54949,3,0.2718952,0.452373468
740,601140,20141114,28.29812,25.77607,3,0.516952276,0.417564111
741,601140,20141114,46.70404,3.75207,3,0.434541643,0.424397234
742,601140,20141115,35.67561,69.45313,3,0.550222158,0.419974371
743,601140,20141115,10.73931,69.66295,3,0.451865226,0.418989044
744,601140,20141115,28.31503,88.5442,2,0.5412727,0.622210802
745,601140,20141115,19.09902,87.478,2,0.067804269,0.393630963
746,601140,20141115,26.36179,78.19486,2,0.557258308,0.552789247
747,601140,20141115,3.92656,5.2968,3,0.676829696,0.413557391
748,601140,20141115,11.86274,25.26459,3,0.52539742,0.439895238
749,601140,20141115,40.85332,10.69218,2,0.666061103,0.573230231
750,601140,20141115,19.37494,5.77459,2,0.399823993,0.491988127
751,601140,20141118,24.14285,83.1012,2,0.5627473,0.5
752,601140,20141118,24.83544,67.45547,3,0.254810542,0.392214854
753,601140,20141118,44.61263,75.62698,3,0.434879631,0.626179175
754,601140,20141118,3.51279,87.6925,3,0.300786585,0.418748597
755,601140,20141118,20.46611,9.16715,2,0.293549329,0.391382611
756,601140,20141118,33.27637,21.77072,2,0.618594348,0.482707886
757,601140,20141118,29.03099,27.7085,3,0.456192523,0.420087105
758,601140,20141118,23.75238,4.96278,2,0.889324665,0.648625926
759,601140,20141118,23.57713,6.96343,2,0.955389917,0.753907993
760,601140,20141118,24.91719,11.65102,2,0.557719231,0.533136461
761,601140,20141118,24.18766,5.9413,2,0.978004992,0.688822454
762,601140,20141118,23.29414,4.0606,2,0.359580725,0.478047829
763,601140,20141121,8.47356,22.05355,3,0.376179039,0.468649015
764,601140,20141121,23.93041,9.49942,2,0.330438107,0.533857079
765,601140,20141121,21.8978,4.30332,2,0.939953566,0.654184066
766,601140,20141121,26.41367,26.81056,3,0.545646727,0.394303092
767,601140,20141121,4.69228,11.76598,3,0.413589537,0.488639879
768,601140,20141121,36.6174,68.70673,3,0.342577934,0.393608298
769,601140,20141121,17.7987,65.0468,3,0.309938937,0.416475543
770,601140,20141121,42.24824,73.78903,3,0.344823211,0.354923856
771,601140,20141121,27.3484,68.13645,2,0.404164761,0.408948176
772,601140,20141121,3.85329,89.69034,3,0.600221217,0.455520743
773,601140,20141121,27.1855,71.58086,2,0.085890479,0.476745376
774,601140,20141121,30.23447,87.08534,2,0.862500489,0.591974872
775,601140,20141122,9.67343,24.21857,3,0.522054434,0.432544776
776,601140,20141122,44.33025,13.67378,3,0.078096882,0.480594532
777,601140,20141122,20.50258,28.49113,3,0.231512561,0.367625487
778,601140,20141122,42.6076,22.71791,3,0.669314981,0.514115589
779,601140,20141122,30.80681,27.10248,3,0.471950024,0.403108551
780,601140,20141122,3.404,7.95124,3,0.229725763,0.421665817
781,601140,20141122,9.36281,81.93298,2,0.719546795,0.469489689
782,601140,20141122,12.89689,71.31819,3,0.306469321,0.372717931
783,601140,20141122,45.47076,83.01518,3,0.459176898,0.645896192
784,601140,20141122,3.90318,87.59472,3,0.553092003,0.390830814
785,601140,20141122,27.9158,87.91429,2,0.748063147,0.638157546
786,601140,20141122,27.60564,86.31189,2,0.164533094,0.477561679
787,601140,20141126,40.29465,73.66684,3,0.062934577,0.344734797
788,601140,20141126,25.96312,89.11927,2,0.675139487,0.709133751
789,601140,20141126,42.39799,72.2697,3,0.34639436,0.400930014
790,601140,20141126,36.16474,70.64411,3,0.324606478,0.376900932
791,601140,20141126,11.98861,72.36419,3,0.537085593,0.420410253
792,601140,20141126,3.4677,7.4554,3,0.572890937,0.389279685
793,601140,20141126,22.79713,29.33089,3,0.228153482,0.348705976
794,601140,20141126,4.91883,11.73459,3,0.519269109,0.420568918
795,601140,20141126,22.01955,25.95029,3,0.356101066,0.386449409
796,601140,20141126,30.84528,25.98218,3,0.407746255,0.39472683
797,601140,20141130,44.3016,76.01418,3,0.193861902,0.380983616
798,601140,20141130,25.79107,87.76381,2,0.753978908,0.60319495
799,601140,20141130,27.31195,86.83674,2,0.558157325,0.472602564
800,601140,20141130,45.32816,77.904,3,0.346111029,0.418292057
801,601140,20141130,27.16525,87.79138,2,0.846575618,0.682643146
802,601140,20141130,24.69111,66.35556,3,0.579800427,0.451375188
803,601140,20141130,24.68968,75.55869,2,0.268470883,0.418263509
804,601140,20141130,31.12725,14.37425,2,0.540538847,0.506705123
805,601140,20141130,22.52882,8.0606,2,0.557347476,0.45350058
806,601140,20141130,22.81893,4.59035,2,0.869691908,0.65747012
807,601140,20141130,42.70108,17.18088,3,0.305688113,0.460291202
808,601140,20141130,4.26285,6.99146,3,0.596098721,0.384193628
809,601140,20141215,14.83813,89.04466,2,0.121448718,0.48160704
810,601140,20141215,33.32826,87.39458,2,0.557029545,0.479027665
811,601140,20141215,3.44917,88.13256,3,0.331796855,0.451240086
812,601140,20141215,21.87068,67.25335,3,0.38789174,0.393578992
813,601140,20141215,26.07843,84.8685,2,0.554708064,0.622108234
814,601140,20141215,2.75877,9.58349,3,0.348556846,0.391348275
815,601140,20141215,6.30222,15.10688,3,0.383667409,0.416813126
816,601140,20141215,40.79118,19.86754,3,0.331939518,0.415697621
817,601140,20141215,4.20572,3.45806,3,0.146962449,0.398954579
818,601140,20141229,5.22568,80.43681,3,0.624434888,0.555401225
819,601140,20141229,46.81241,87.74925,3,0.373919666,0.569835078
820,601140,20141229,23.26278,90.15937,2,0.610078394,0.573075564
821,601140,20141229,41.47185,77.27612,2,0.547460973,0.350381399
822,601140,20141229,30.57651,86.50053,2,0.433784038,0.5
823,601140,20141229,45.28993,79.96233,3,0.367896527,0.374799387
824,601140,20141229,25.1234,4.77391,2,0.151502877,0.402593575
825,601140,20141229,3.06701,5.0322,3,0.816360831,0.482257855
826,601140,20141229,39.05783,23.68453,3,0.370048672,0.361482024
827,601140,20141229,29.63871,17.00238,2,0.824869037,0.513614222
828,601140,20141229,22.4876,26.41198,3,0.190526679,0.398161902
829,601140,20141229,19.0099,10.37927,2,0.727694273,0.65576351
830,601140,20141231,43.80153,76.79057,3,0.493997961,0.605984633
831,601140,20141231,45.21917,78.52696,3,0.298438966,0.409352738
832,601140,20141231,21.11368,66.61804,3,0.546051621,0.470424376
833,601140,20141231,3.98947,11.6656,3,0.416913271,0.657939804
834,601140,20141231,44.58005,17.66752,3,0.201314807,0.428845185
835,601140,20141231,20.26727,5.69251,2,0.625330448,0.65956324
836,601140,20141231,27.41116,7.45411,2,0.909383595,0.65299788
837,601140,20141231,25.24454,27.72365,3,0.162679017,0.482707531
838,601140,20150103,29.23871,80.76137,2,0.551550329,0.491614457
839,601140,20150103,46.86607,90.77513,3,0.546959281,0.428551559
840,601140,20150103,22.39636,79.11749,2,0.498365849,0.523877776
841,601140,20150103,19.36559,71.04416,2,0.549141884,0.443850529
842,601140,20150103,46.29241,91.11997,3,0.362801999,0.369072632
843,601140,20150103,46.143,84.84791,3,0.184520304,0.424030887
844,601140,20150103,22.05053,7.25954,2,0.957134783,0.691368784
845,601140,20150103,3.35277,6.09133,3,0.202311799,0.382448845
