,game,time,shot_number,value,probability,avg_one,avg_two,avg_three,avg_four,avg_five,p1,p2,p3,p4,p5,epps,pps
101,20141115,36.83,130,3,0.329674393,0,0,0.081747556,0.343371166,0.753644458,601143,696289,786843,792415,842313,0.989023179,3
102,20141118,2392.34,131,2,0.535927176,0,0,0.749434975,0.824733064,0.930656299,601140,696290,842297,842298,842301,1.071854353,2
103,20141118,2357.11,132,2,0.560658753,0,0.140768933,0.55453332,1.073825766,1.009699475,601140,696290,842297,842298,842301,1.121317506,2
104,20141118,2321.51,133,2,0.990832865,0,0.415298574,0.659172265,0.566474867,0.947376528,601140,696290,842297,842298,842301,1.98166573,2
105,20141118,2219.38,135,2,0.57492584,0,0,0.70719833,0.672541422,0.859041417,601140,696290,842297,842298,842301,1.14985168,2
106,20141118,2190.87,136,2,0.712508678,1,0.866022799,0.961831144,0.862535597,1.003643156,601140,696290,842297,842298,842301,1.425017357,2
107,20141118,2131.67,137,2,0.962835729,0,1.032258413,0.853992893,1.006503597,0.953025886,601140,696290,842297,842298,842301,1.925671458,2
108,20141118,2056.76,138,3,0.126688734,0,0,0.879184288,0,0.982329471,601140,601143,696289,756883,792415,0.380066201,0
109,20141118,2000.84,139,2,0.587374806,0,0,1.006787821,1.116894804,0.85944263,601140,601143,696289,756883,792415,1.174749613,2
110,20141118,1922.79,140,3,0.209136203,0,0.163593685,0.84402022,0.984547117,0.954328437,696289,756883,842297,842298,842301,0.627408609,0
111,20141118,1876.08,142,2,0.515570521,0,0,0.901008983,0.730314362,0.724143475,696289,756883,842297,842298,842301,1.031141043,0
112,20141118,1842.48,143,2,0.439556181,1,0,1.009834351,0.836633088,0.819067951,601140,696290,842297,842298,842301,0.879112363,0
113,20141118,1815.04,144,3,0.991327822,0,0,1,0.590196019,0.727778704,601140,696290,842297,842298,842301,2.973983467,3
114,20141118,1734.01,145,3,0.494817883,0,1,0.870131279,0.853121482,0.848452416,601140,696290,842297,842298,842301,1.484453648,3
115,20141118,1674.01,146,2,0.672670841,1,0.685808554,0.721893607,0.913550208,0.737332396,601140,696290,842297,842298,842301,1.345341682,0
116,20141118,1656.98,147,2,0.563492119,0,0,0.936223038,1.33701373,0.960446692,601140,601143,696290,842297,842298,1.126984239,0
117,20141118,1546.36,148,2,0.674736559,0.529785893,1.015318034,0.943311726,0.831646899,0.856209088,601140,696289,756883,842298,842301,1.349473119,2
118,20141118,1526.08,149,3,0.535032451,0,0,1.038399288,1.129257097,0.844949239,601140,696289,756883,842298,842301,1.605097353,0
119,20141118,1454.1,150,2,0.081551164,0,0.581640644,0.827541064,0.992055706,0.997957661,601140,696289,756883,842298,842301,0.163102329,0
120,20141118,1426.34,151,3,0.239330858,0,0,0.977749132,0.846429955,0.945515601,601140,696289,756883,842298,842301,0.717992574,0
121,20141118,1395.51,152,3,0.595853031,0,0,0.681261829,0.329236212,0.900833617,601140,696289,756883,842298,842301,1.787559092,3
122,20141118,1299.47,153,2,0.060455706,0,0,0.810133911,0.848909851,0.551533769,696289,696290,842297,842298,842301,0.120911412,0
123,20141118,1131.51,156,2,0.048458721,1,0,0.674558415,0.291952822,0.997940159,601140,696290,842297,842298,842301,0.096917443,0
124,20141118,1069.15,157,3,0.085405126,0,0,0.868756705,0.997132735,1.012772763,601140,696290,842297,842298,842301,0.256215379,0
125,20141118,1031.86,159,2,0.78210175,0,0,0.884580743,0.945882006,0.99652457,601140,696290,842297,842298,842301,1.564203501,0
126,20141118,1013.19,160,2,0.622452557,0,0.440778863,0.705889717,0.571831691,0.790509822,601140,696290,842297,842298,842301,1.244905114,2
127,20141118,918.34,161,2,0.845466435,0,0,0.850332104,0,0.976809079,601140,696290,842297,842298,842301,1.69093287,2
128,20141118,877.22,162,2,0.637138128,0,0,0.807978125,1.035254368,0.798055344,601140,696290,842297,842298,842301,1.274276257,0
129,20141118,782.82,165,2,0.329815656,0,0.085529084,0.885409499,1.291623723,1.05682998,601140,601143,696289,696290,756883,0.659631312,0
130,20141118,745.14,166,2,0.597986102,1,0,0.947541089,1.340877929,1.048605501,601140,601143,696290,756883,842296,1.195972204,0
131,20141118,680.31,167,2,0.994403958,0.895934051,0,0.89417895,1.020447933,0.968677692,601140,756883,842297,842298,842301,1.988807917,2
132,20141118,625.82,168,3,0.843787014,1,1.03614862,1.043682833,0.917946764,0.821025898,601140,756883,842297,842298,842301,2.531361043,3
133,20141118,595.85,169,2,0.941741943,0,0,1.091020929,1.083091445,0.972050587,601140,756883,842297,842298,842301,1.883483887,0
134,20141118,569.44,170,2,0.999800384,0,0.490944062,0,0.709954588,0.620332562,601140,756883,842297,842298,842301,1.999600768,2
135,20141118,520.51,171,2,0.808657289,0,0,0.65122978,0,1.192347447,601140,601143,756883,842297,842298,1.617314577,2
136,20141118,479.52,172,3,0.446167111,0,1.13868591,0.775495967,0.974098014,0.914573838,601140,601143,756883,842297,842298,1.338501334,3
137,20141118,368.06,173,2,0.937966347,0,0,0.779673447,0.915950179,1.091109083,601140,601143,756883,842297,842298,1.875932693,2
138,20141118,336.85,174,2,0.999999166,0,0,0.61533791,0.83757437,1.008599091,601140,601143,756883,842297,842298,1.999998331,2
139,20141118,296.68,175,2,0.629340649,0,0,0.712701815,0.770544721,1.054940043,601140,756883,842297,842298,842301,1.258681297,0
140,20141118,256.54,176,3,0.511515558,0,0.417250111,0.829007747,1.04867196,1.091142169,601140,756883,842297,842298,842301,1.534546673,3
141,20141118,160.74,177,2,0.924390316,1,0.898102158,0.77558771,0.88089013,0.910552531,601140,756883,842297,842298,842301,1.848780632,2
142,20141118,111.09,178,3,0.325439394,0.719358421,0.559754485,0.778606413,1.006928669,1.087932001,601140,756883,842297,842298,842301,0.976318181,0
143,20141118,63.74,179,2,0.862544835,0,0.803333693,0.847501907,1.340732984,1.198820495,601140,696290,756883,842297,842298,1.725089669,2
144,20141118,14.88,180,2,0.003972556,0,1.006701493,0.914629769,0.871050877,0.823684182,601140,696290,756883,842297,842298,0.007945113,0
145,20141121,2388,181,2,0.845945776,0,0,0.643000118,0.894246698,0.628396582,601140,696290,842297,842298,842301,1.691891551,2
146,20141121,2334.44,182,3,0.510578632,0,1,0.830589975,0.456160527,0.867142571,601140,696290,842297,842298,842301,1.531735897,3
147,20141121,2287.66,183,2,0.797264099,0,0,0.514317922,0,0.9110327,601140,696290,842297,842298,842301,1.594528198,0
148,20141121,2270.56,184,2,0.739340425,0.500041151,0.913235087,0.87093721,0.771319634,0.687671965,601140,696290,842297,842298,842301,1.478680849,0
149,20141121,2165.14,189,2,0.017466119,0.495737423,1,0.702101776,0.710196729,0.905943187,601140,696290,842297,842298,842301,0.034932237,0
150,20141121,2097.89,192,2,0.53294915,0,0,0.543366179,0.74544764,0.815939526,601140,696290,842297,842298,842301,1.065898299,0
151,20141121,2093.63,193,2,0.002020629,0,0,1,0,0.545422856,601140,696290,842297,842298,842301,0.004041257,0
152,20141121,2051.87,194,3,0.902690291,0.575587771,1,0.809397521,0.850782772,0.874554059,601143,696289,756883,792415,842296,2.708070874,3
153,20141121,2016.68,195,3,0.437870383,0,0,1.115180872,1.239677657,0.911100723,601143,696289,756883,792415,842296,1.31361115,0
154,20141121,2012.22,196,3,0.410552323,0,0,0.274385644,0.816744733,0.831046749,601143,696289,756883,792415,842296,1.231656969,0
155,20141121,1988.88,197,2,0.460994333,0,1,0.793734572,1.039928809,0.907467259,601143,696289,756883,792415,842296,0.921988666,0
156,20141121,1955.29,198,3,0.534038365,0,0,0.777573659,0.578992671,0.696898331,601143,696289,756883,792415,842296,1.602115095,0
157,20141121,1912.55,199,3,0.115297772,0.641342041,0,0.558889843,0.890703273,0.800977174,601143,696289,756883,792415,842296,0.345893316,0
158,20141121,1849.54,200,3,0.55761826,0,0.673212331,0.874501932,0.870490791,1.041654362,601140,696290,842297,842298,842301,1.672854781,3
159,20141121,1810.48,201,2,0.570690811,0,1,0.732103198,0.72010155,0.869660396,601140,696290,842297,842298,842301,1.141381621,2
160,20141121,1792,202,2,0.97990042,1,0,0.788410984,1.123457191,1.175788002,601140,696289,696290,842297,842301,1.959800839,2
161,20141121,1744.9,203,2,0.186253041,0,0,0.879777514,0.750870819,0.871371563,601140,696289,696290,842297,842301,0.372506082,0
162,20141121,1708.16,204,2,0.644189894,0,0,0.846866065,0.847049013,0.781924137,601140,696289,696290,842297,842301,1.288379788,0
163,20141121,1670.77,206,2,0.158554867,0,0.248375432,0.860503082,0.882861505,0.858566168,601140,696289,696290,842297,842301,0.317109734,0
164,20141121,1550.44,208,2,0.661379158,0,0,0.712206277,0.917456082,0.77686712,601140,601143,696289,696290,842298,1.322758317,0
165,20141121,1498.29,210,3,0.344336003,0.916370866,1.027126609,0.83520579,0.821871204,0.86326064,601140,756883,842297,842298,842301,1.033008009,0
166,20141121,1478.94,211,2,0.274207354,0,0,0.751189984,0,0.490422306,601140,756883,842297,842298,842301,0.548414707,0
167,20141121,1380.86,213,3,0.785255492,0,0,0.919418859,0.879530015,0.86672942,756883,842296,842297,842298,842301,2.355766475,3
168,20141121,1315.63,214,2,0.449329555,0.534653921,0.758932909,0.747530827,0.669026075,0.826027847,601140,696290,756883,842297,842301,0.89865911,2
169,20141121,1283.15,215,2,0.679561913,0,0,0.749431761,0.609421878,0.826651814,601140,696290,756883,842297,842301,1.359123826,2
170,20141121,1253.59,216,3,0.425677419,0,1,0.878346926,1.192401856,0.870442302,601140,696290,756883,842297,842301,1.277032256,0
171,20141121,1202.16,219,2,0.027370058,1,0.347227558,0.790993906,0.753940494,1.123073011,601140,696290,756883,842297,842301,0.054740116,0
172,20141121,1161.55,220,3,0.303441554,0,0,0.463648195,0.685646299,0.89625712,601140,696290,842297,842298,842301,0.910324663,0
173,20141121,1118.79,221,3,0.326421738,0,0.996818642,0.823840921,0.879857682,1.027429808,601140,696290,842297,842298,842301,0.979265213,0
174,20141121,1093.62,222,2,0.653159082,1,0.927491305,0.918836318,0.841711528,0.948419598,601140,696290,842297,842298,842301,1.306318164,2
175,20141121,1056.1,223,2,0.440271467,0,1.350199753,0.677859245,0.933741223,0.816588,601140,696290,842297,842298,842301,0.880542934,0
176,20141121,1014.55,224,3,0.41124019,0.622797189,1.344743506,0.856153923,0.808683522,0.82992334,601140,696290,842297,842298,842301,1.233720571,0
177,20141121,960.35,227,3,0.443581969,0,0,0.699538268,0.159503123,0.927467749,601140,696290,842297,842298,842301,1.330745906,0
178,20141121,941.17,228,2,0.601387203,0,0.896867189,0.944031505,0.92804111,0.759281647,601140,696290,842297,842298,842301,1.202774405,2
179,20141121,922.13,229,3,0.414305031,0,1,0.743897521,0,1.086318048,601140,696290,842297,842298,842301,1.242915094,0
180,20141121,853.17,231,2,0.344713718,1,1.091573588,0.867243361,0.81447639,0.850087132,601140,696290,842297,842298,842301,0.689427435,2
181,20141121,807.29,232,2,0.558170795,0,1,0.645119636,0.513031824,0.704445794,601140,696290,842297,842298,842301,1.116341591,2
182,20141121,780.56,233,3,0.264274955,0,0,0.589651036,0.290660185,0.488609056,601140,696290,842297,842298,842301,0.792824864,0
183,20141121,740.7,234,3,0.144251287,0,0,0.800255794,0.853414423,0.908124107,601140,696290,842297,842298,842301,0.432753861,3
184,20141121,652.56,235,2,0.052363496,1,0.990536714,0.717059798,0.794543504,0.95371553,601140,696290,842297,842298,842301,0.104726993,2
185,20141121,582.49,237,2,0.936203063,0,0,0.325738936,1.068102833,0.893092922,601140,601143,696289,756883,842298,1.872406125,2
186,20141121,538.31,238,3,0.999736965,1,0.25350194,0.759672724,0.621006818,0.861568654,601140,601143,696289,756883,842298,2.999210894,0
187,20141121,505.51,239,3,0.193097785,0,0,0.719897894,0.813940417,0.837468564,601140,601143,696289,696290,756883,0.579293355,0
188,20141121,464.11,240,3,0.572024822,0,0.720823297,0.684801465,1.096319258,0.8411886,601140,601143,696289,696290,756883,1.716074467,3
189,20141121,344.05,241,2,0.519941628,0,0,0.867386596,0.806857906,0.933823925,601140,696290,842297,842298,842301,1.039883256,0
190,20141121,310.67,242,2,0.709400058,0,0,0.94696868,0.664485722,0.870248438,601140,696290,842297,842298,842301,1.418800116,0
191,20141121,293.22,243,2,0.55761826,0,1,0.914483515,0.798513374,0.718547927,601140,696290,842297,842298,842301,1.115236521,2
192,20141121,200.55,244,2,0.915050566,0.543348524,0.624479066,0.592096001,0.721207489,1.054448114,601140,696290,756883,842297,842298,1.830101132,2
193,20141122,2364.65,245,3,0.304844826,0,0.246522241,0.852703748,0.715967889,0.98533374,601140,696290,842297,842298,842301,0.914534479,0
194,20141122,2303.42,246,2,0.145841822,0,0,0.832300038,0.940712425,0.995432445,601140,696290,842297,842298,842301,0.291683644,0
195,20141122,2281.87,247,2,0.663388968,0,0,0.753732247,0.721185765,0.85003322,601140,696290,842297,842298,842301,1.326777935,2
196,20141122,2259.01,248,2,0.422437847,0,0,0.789250032,0,0.596951128,601140,696290,842297,842298,842301,0.844875693,0
197,20141122,2233.69,249,2,0.5978055,0,0,0.763248299,0.485119906,0.691651281,601140,696290,842297,842298,842301,1.195611,2
198,20141122,2203.94,250,2,0.531678319,0,0,0.800990857,0.564035881,0.993792654,601140,696290,842297,842298,842301,1.063356638,0
199,20141122,2185.56,251,3,0.129199684,0,0,0.288482978,1.049292594,1.137099249,601140,696290,842297,842298,842301,0.387599051,3
200,20141122,2158.24,252,3,0.976932168,0,0,0,0,0.818119556,601140,696290,842297,842298,842301,2.930796504,3
201,20141122,2122.36,253,3,0.292389274,0,0.576686646,0.540294518,0.641453602,0.804469216,601140,696290,842297,842298,842301,0.877167821,0
202,20141122,2063.05,256,3,0.43522352,0,0.536530361,0.66009653,0.882148247,1.068963152,601140,696290,842297,842298,842301,1.305670559,3
203,20141122,1998.48,258,2,0.039360754,0,0,1,0.791126601,1.041513316,601140,601143,696289,756883,842298,0.078721508,0
204,20141122,1960.16,259,2,0.924011827,0,0.427530882,0.679658115,0.857071609,0.88991852,601140,601143,696289,756883,842298,1.848023653,2
205,20141122,1908.42,260,3,0.563328743,0.803498497,0.586295811,0.65816929,0.770939612,0.684585273,601140,601143,696289,696290,756883,1.689986229,3
206,20141122,1865.41,261,3,0.09090583,0.670573664,0,0.700757353,0.799997467,0.963572553,601140,601143,696289,696290,756883,0.272717491,0
