,game,time,shot_number,value,probability,avg_one,avg_two,avg_three,avg_four,avg_five,p1,p2,p3,p4,p5,epps,pps
0,20141114,2388.42,0,2,0.173153594,0,0.444353901,0.642287494,0.760851483,0.94699733,601140,696290,842297,842298,842301,0.346307188,0
1,20141114,2342.65,3,2,0.266767442,0,1,0.947158441,1.012438756,1.030232509,601140,696290,842297,842298,842301,0.533534884,0
2,20141114,2301.07,4,2,0.795289278,0,0,1.073928618,0,0.797152899,601140,696290,842297,842298,842301,1.590578556,2
3,20141114,2276.58,5,2,0.962656736,0,0,0.651689368,0.809708953,0.712572688,601140,696290,842297,842298,842301,1.925313473,2
4,20141114,2242.1,6,2,0.529005051,1,1,0.788186326,1.05697607,0.962798964,601140,696290,842297,842298,842301,1.058010101,2
5,20141114,2214.33,7,3,0.796018422,0.796946364,0.256690507,0.731766512,0.525528973,0.811202455,601140,696290,842297,842298,842301,2.388055265,3
6,20141114,2175.12,8,2,0.194839656,0,0,1.169092193,0.933461778,0.850101558,601140,696290,842297,842298,842301,0.389679313,0
7,20141114,2125.16,9,2,0.228416547,1,0.965645879,0.810113139,0.95380223,0.838012941,601140,696290,842297,842298,842301,0.456833094,0
8,20141114,2047.28,12,3,0.392791271,0,0,0.814804514,0.782528256,0.867840054,601143,696289,756883,792415,842296,1.178373814,3
9,20141114,1951.96,14,2,0.325263202,0.563481211,0.679736911,0.926422506,0.946727876,0.938669833,601143,696289,756883,792415,842296,0.650526404,2
10,20141114,1921.36,15,3,0.223840371,0,0,0.53006754,1.101001386,1.163359364,696289,756883,792415,842298,842301,0.671521112,0
11,20141114,1888.64,17,2,0.536658883,0,0,0.845816164,1.110330305,0.875487826,696289,756883,792415,842298,842301,1.073317766,2
12,20141114,1861.59,18,2,0.780654848,0,0,0.612987504,0.430954955,0.691433463,696289,756883,792415,842298,842301,1.561309695,2
13,20141114,1777.53,20,3,0.410831273,0,0,1.191610336,1.436536425,1.096073017,601140,696290,842296,842297,842301,1.232493818,0
14,20141114,1756.85,21,3,0.473098218,0,0,1.01456983,0,0.863175243,601140,696290,842296,842297,842301,1.419294655,0
15,20141114,1611.93,24,3,0.544882596,0,0,0.895574645,1.018921078,0.963780284,601140,842296,842297,842298,842301,1.634647787,3
16,20141114,1571.23,25,2,0.47883302,0,0,0.858426731,0.898774022,0.851433,601140,842296,842297,842298,842301,0.957666039,2
17,20141114,1522.08,26,2,0.998215556,1,1,0.887769018,0.803571453,0.817704569,601140,842296,842297,842298,842301,1.996431112,2
18,20141114,1489.66,27,2,0.983713508,0,0,0.617802563,0,0.82631914,601140,842296,842297,842298,842301,1.967427015,2
19,20141114,1452.67,28,2,0.646147728,0,0,0.856618393,1.03887761,0.840940108,601140,601143,696289,756883,792415,1.292295456,2
20,20141114,1409.38,29,3,0.319283009,0,1,0.804541368,0.899457292,0.795485964,601140,601143,696289,756883,792415,0.957849026,3
21,20141114,1370.68,30,3,0.453450739,0,1.01819634,0.917949053,0.908468996,0.824435603,601140,601143,696289,756883,792415,1.360352218,3
22,20141114,1337.66,31,3,0.522388816,0,0.986863563,0.489756031,1.111395322,0.971588345,601140,601143,696289,756883,792415,1.567166448,0
23,20141114,1288.94,33,2,0.06498301,0,1.064176873,0.836397032,0.932764506,0.899620757,601143,696289,756883,792415,842297,0.129966021,2
24,20141114,1260.94,34,3,0.05521401,0,0.904850587,1.019792894,0.949994812,1.049053584,601143,696289,756883,792415,842297,0.165642031,0
25,20141114,1247.5,35,2,0.300881475,0,0,0.889978456,0.795310703,1.030901663,601143,696289,756883,792415,842297,0.60176295,2
26,20141114,1206.73,36,2,0.509609282,0,0,0.914487447,1.151489318,1.052559145,601143,696289,756883,792415,842297,1.019218564,0
27,20141114,1174.88,37,2,0.251499683,0,0,0.634858429,0.811352152,0.755135338,601140,696290,842297,842298,842301,0.502999365,0
28,20141114,1147.62,38,3,0.448953301,0,0,0.750356512,0.887278075,0.801054601,601140,696290,842297,842298,842301,1.346859902,0
29,20141114,1111.51,39,3,0.771043777,0.55015995,1.473910149,0.921059149,0.725556997,0.626096974,601140,696290,842297,842298,842301,2.313131332,3
30,20141114,1077.53,40,3,0.240821972,0,0,0.641782145,0,1.491574758,601140,696290,842297,842298,842301,0.722465917,0
31,20141114,1039.3,42,3,0.643730581,0,0.310001069,0.821367566,0.632953919,0.716708476,601140,696290,842297,842298,842301,1.931191742,3
32,20141114,1011.84,43,2,0.770915687,0,0,0.482686327,0,0.796631827,601140,696290,842297,842298,842301,1.541831374,2
33,20141114,980.04,44,3,0.986236036,0,0,0.413198606,0.763969126,0.787603678,601140,696290,842297,842298,842301,2.958708107,3
34,20141114,908.11,45,3,0.604006171,0,0,0.790539051,0.43345477,0.961997408,601140,696289,842297,842298,842301,1.812018514,3
35,20141114,872.1,46,3,0.473425001,0,1,0.66795348,0.152391217,0.760102942,601140,696289,842297,842298,842301,1.420275003,0
36,20141114,825.16,48,3,0.309616834,0,1.072107456,0.888466643,0.974625028,0.784832622,601143,696289,756883,792415,842296,0.928850502,0
37,20141114,758.36,50,3,0.231240287,0,0,1.044682665,0.866247634,0,601143,696289,756883,792415,842296,0.693720862,0
38,20141114,693.33,53,2,0.824636221,0,0,0.958094205,1.038461669,0.973123689,601143,696289,756883,792415,842296,1.649272442,2
39,20141114,662.01,54,2,0.996957898,0,0,1.002419451,1.002555926,0.815562957,601143,696289,756883,792415,842296,1.993915796,0
40,20141114,580.38,55,2,0.444309473,0,0,0.911013097,0.934344441,0.705711123,601140,696290,842297,842298,842301,0.888618946,2
41,20141114,478.96,56,2,0.992193043,0,0,0.743854238,0.843042485,0.949802574,601140,696290,842297,842298,842301,1.984386086,2
42,20141114,457.84,57,3,0.55761826,0,0,0.760878392,1.326609728,1.448315792,601140,696290,842297,842298,842301,1.672854781,0
43,20141114,403.79,60,3,0.057412986,1,1.373293731,1.010983958,0.748589841,0.93513868,601140,696290,842297,842298,842301,0.172238957,0
44,20141114,360.27,62,2,0.866655946,0,0,0,1.176754199,0.704820427,601140,696290,842297,842298,842301,1.733311892,2
45,20141114,257.94,63,3,0.430264622,0.703797282,0,0.676642435,1.040294744,0.764560515,601143,696289,786843,792415,842296,1.290793866,3
46,20141114,223.06,64,2,0.162999079,0,0,0.536780793,0.868359611,0.766108526,601143,696289,786843,792415,842296,0.325998157,0
47,20141114,171.83,65,3,0.200203374,0,0,0.942067843,0.677061935,0.70249457,601143,696289,786843,792415,842296,0.600610122,0
48,20141114,149.43,66,2,0.907167792,0,0,0.897746664,1.167084961,0.833853173,601143,786843,792415,842296,842313,1.814335585,2
49,20141114,46.64,67,3,0.235123649,1,0,0.947456399,0.85040266,0.876638591,601143,786843,792415,842296,842313,0.705370948,0
50,20141115,2358.48,69,3,0.692984879,0,0.877570922,0.615515616,0.966544043,0.725979578,601140,696290,842297,842298,842301,2.078954637,3
51,20141115,2257.64,70,2,0.481548578,1,0,0.819345371,0.984562062,1.052509678,601140,696290,842297,842298,842301,0.963097155,0
52,20141115,2234.08,71,2,0.771518528,1,0.811713195,0.882178921,1.51427587,0.799728433,601140,696290,842297,842298,842301,1.543037057,2
53,20141115,2187.28,72,3,0.462806374,0,0,0.890408208,1.17250267,0.915155601,601140,696290,842297,842298,842301,1.388419122,3
54,20141115,2148.08,73,3,0.267557591,0,0.76307474,0.839741046,0.803822567,0.89901345,601140,696290,842297,842298,842301,0.802672774,0
55,20141115,2134.12,74,2,0.457184643,0,0.939844761,0.453396553,0,0.581766403,601140,696290,842297,842298,842301,0.914369285,2
56,20141115,2091.52,75,2,0.522895098,1,0.612819721,0.79356941,0.533095178,1.027726699,601140,696290,842297,842298,842301,1.045790195,0
57,20141115,2021.4,76,2,0.899900019,1,0.678176731,0.695327166,0.879952481,1.074876206,601140,601143,696289,696290,756883,1.799800038,2
58,20141115,1991.08,77,2,0.892895222,0.647807856,0.2573375,0.802428211,1.051862959,0.974120417,601140,601143,696289,696290,756883,1.785790443,2
59,20141115,1967.4,79,3,0.476514697,1,1,0.513072276,0.743178325,1.105243757,601143,696289,756883,792415,842296,1.429544091,3
60,20141115,1922.64,80,3,0.173411414,0,0,0.574258603,1.122221884,0.924191637,601143,696289,756883,792415,842296,0.520234242,0
61,20141115,1874.04,81,2,0.831504464,1,0.658240155,0.810363674,0.904112687,0.88036623,601143,696289,756883,792415,842296,1.663008928,2
62,20141115,1849.44,82,3,0.39309147,0,0.962393646,0.53751875,0.34651256,0.988247822,601143,696289,756883,792415,842296,1.17927441,0
63,20141115,1807.88,83,2,0.739450336,0,0.874485513,0.453856729,1.02164766,0.987293484,696289,756883,842296,842298,842301,1.478900671,0
64,20141115,1731.28,85,2,0.887688816,0,0,0.812405773,1.165766889,0.91499337,601140,696290,842297,842298,842301,1.775377631,2
65,20141115,1714.32,86,2,0.104284018,0,0,0.701409974,0,0.40219608,601140,696290,842297,842298,842301,0.208568037,0
66,20141115,1688.32,87,2,0.995745122,0,0,0.504553847,0.833334876,0.924565063,601140,696290,842297,842298,842301,1.991490245,2
67,20141115,1611.36,88,3,0.43835932,0.826422604,0.624121646,0.814860469,1.001159154,0.878978725,601140,696290,842297,842298,842301,1.31507796,0
68,20141115,1582.72,89,3,0.3053222,0,0,0.602381526,0.602795095,0.803302783,601140,696290,842297,842298,842301,0.9159666,0
69,20141115,1533.96,92,2,0.004154247,0,0.931230841,0.684566242,0.805159499,0.915206477,601140,696290,842297,842298,842301,0.008308494,0
70,20141115,1522.16,93,2,0.86794132,0,1,0.975641087,0,1.103977781,601140,696290,842297,842298,842301,1.73588264,2
71,20141115,1500.12,94,2,0.226608425,0,1.149517415,0.583626427,0,1.016225376,601140,696289,842297,842298,842301,0.453216851,0
72,20141115,1462.16,95,2,0.470988512,1,0,0.546709363,1.402752445,0.814327999,601140,696289,842297,842298,842301,0.941977024,2
73,20141115,1353.04,96,2,0.711606562,1,0.656161021,0.796690044,1.156558119,0.848317945,601140,696289,696290,756883,842301,1.423213124,2
74,20141115,1330.64,97,2,0.965375721,0,0,0.78942505,0,0.801915471,601140,696289,696290,756883,842301,1.930751443,2
75,20141115,1263.88,98,2,0.715975225,0,0,0.564980032,1.055469647,0.967831626,601140,696289,696290,756883,842301,1.43195045,2
76,20141115,1206.48,99,2,0.761936784,0,0,0.699452408,1.133811356,1.108671545,601140,696289,756883,842298,842301,1.523873568,2
77,20141115,1188.4,100,2,0.041827776,0,1,0.853824598,0.359708987,0.948523972,601140,696290,842297,842298,842301,0.083655551,2
78,20141115,1143.52,101,2,0.759401619,0,0.840357867,1.03503356,0.586640018,0.923197522,601140,696290,842297,842298,842301,1.518803239,2
79,20141115,1066.4,102,2,0.62955457,0,1,0.789059317,0.157725796,0.993199998,601140,696290,842297,842298,842301,1.259109139,0
80,20141115,1028.75,104,2,0.903023005,0,0,0.42328619,1.135339929,0.808349635,601140,696290,842297,842298,842301,1.806046009,2
81,20141115,970.56,105,3,0.4040232,0,0.857733956,0.668208931,0.54626333,0.813936195,601140,696290,842297,842298,842301,1.212069601,3
82,20141115,941.84,106,2,0.030622939,0,0,0.537818953,0.890972512,1.074154265,601140,696290,842297,842298,842301,0.061245877,0
83,20141115,914.72,109,3,0.574903846,0,0,0.343952118,0,0.810371354,601140,696290,842297,842298,842301,1.724711537,3
84,20141115,850.84,110,2,0.470760822,1,0.919873852,0.822334098,0.887989087,0.850904545,601140,601143,696289,756883,842298,0.941521645,2
85,20141115,790.92,111,3,0.321702749,0,0.85119905,0.367185285,0.482452376,0.894567822,601140,601143,696289,756883,842298,0.965108246,0
86,20141115,743.28,112,3,0.411272168,0.042398225,1.121723239,0.46632908,1.007995541,0.631168277,601143,696289,756883,842296,842297,1.233816504,3
87,20141115,733.32,113,3,0.72802031,0,0,0,0.649546888,0.972552865,601143,696289,756883,842296,842297,2.184060931,3
88,20141115,699.68,114,3,0.789142311,0,0,0.412905068,0.670763927,0.704792555,601143,696289,756883,842296,842297,2.367426932,0
89,20141115,665.04,115,2,0.331671417,0,1,0.691838467,0,0.887631845,601143,696289,756883,842296,842297,0.663342834,2
90,20141115,566.88,117,2,0.981825709,0,0,0.505553045,0.148156089,0.82830479,601143,756883,792415,842296,842297,1.963651419,2
91,20141115,446.48,118,3,0.361605972,0,0,0.982019961,0.831797124,0.728723013,601140,696289,792415,842298,842301,1.084817916,3
92,20141115,418.48,119,2,0.76218915,0,0,0.741741568,1.307310463,1.41413458,601140,696289,792415,842298,842301,1.5243783,2
93,20141115,321.08,120,3,0.442126513,0,0,0.877312498,0.931199167,0.852268485,601140,696289,696290,792415,842301,1.326379538,0
94,20141115,304.52,121,3,0.012829624,0,1,0.897670329,1.044573351,0.905435706,696290,756883,842296,842297,842301,0.038488872,0
95,20141115,229.2,124,3,0.322145015,0.70972849,1,0.721584098,0.775284849,1.004637124,696290,756883,842296,842297,842301,0.966435045,0
96,20141115,203.96,125,2,0.101143152,0,0,0.603507265,0.920453756,0.796554195,601143,696290,756883,842296,842297,0.202286303,2
97,20141115,168.96,126,2,0.02780664,0,0.621119787,0.697277491,0.812193363,0.8467243,601143,696290,756883,842296,842297,0.055613279,2
98,20141115,134.36,127,3,0.110604249,1,1.078678618,0.849876762,0.941357559,0.869288617,601143,756883,786843,792415,842296,0.331812747,0
99,20141115,96.28,128,2,0.098490641,0.473059282,0,0.805489972,0.815909661,0.996043945,601143,756883,786843,792415,842296,0.196981281,2
100,20141115,59.36,129,3,0.011920384,0,0,0.502334253,0.233086214,0.583341622,601143,696289,786843,792415,842313,0.035761152,0
